대지위치,위도,경도
경상북도 영천시 화북면 정각리 799번지,36.14145386,128.99316052
경상북도 영천시 화북면 정각리 801번지,36.14145312,128.99284734
경상북도 영천시 화북면 정각리 804번지,36.14161715,128.99318098
경상북도 영천시 화북면 정각리 807번지,36.14154358,128.99358958
경상북도 영천시 화북면 정각리 809번지,36.14174309,128.99364796
경상북도 영천시 화북면 정각리 811번지,36.14194397,128.99352618
경상북도 영천시 화북면 정각리 812번지,36.14205057,128.99353165
경상북도 영천시 화북면 정각리 815번지,36.14230737,128.99265466
경상북도 영천시 화북면 정각리 827-2번지,36.14541509,128.99262109
경상북도 영천시 화북면 정각리 837번지,36.14415667,128.99225398
경상북도 영천시 화북면 정각리 853번지,36.14313203,128.99157574
경상북도 영천시 화북면 정각리 874번지,36.14189236,128.99226924
경상북도 영천시 화북면 정각리 878번지,36.14145843,128.99265874
경상북도 영천시 화북면 정각리 879번지,36.1411322,128.99258028
경상북도 영천시 화북면 정각리 894번지,36.14149017,128.99193692
경상북도 영천시 화북면 정각리 905번지,36.14126688,128.99040415
경상북도 영천시 화북면 정각리 942번지,36.13934519,128.99249197
경상북도 영천시 화북면 정각리 943번지,36.13927038,128.99229268
경상북도 영천시 화북면 정각리 961번지,36.13963426,128.98634695
경상북도 영천시 화북면 정각리 976번지,36.14019722,128.98507655
경상북도 영천시 화북면 정각리 1025번지,36.1380842,128.98899529
경상북도 영천시 화북면 정각리 1130-1번지,36.12861998,128.98843506
경상북도 영천시 화북면 정각리 1144번지,36.13069729,128.99130661
경상북도 영천시 화북면 정각리 1144-1번지,36.13071579,128.99115869
경상북도 영천시 화북면 정각리 1144-3번지,36.13060409,128.99110288
경상북도 영천시 화북면 정각리 1149번지,36.13080131,128.99253948
경상북도 영천시 화북면 정각리 1165-1번지,36.12897149,128.99288429
경상북도 영천시 화북면 정각리 1172번지,36.12773964,128.99205189
경상북도 영천시 화북면 정각리 1173번지,36.12805798,128.99174894
경상북도 영천시 화북면 정각리 1184번지,36.12739885,128.99006938
경상북도 영천시 화북면 정각리 1189-2번지,36.12812612,128.98897228
경상북도 영천시 화북면 정각리 1189-13번지,36.12792037,128.98942458
경상북도 영천시 화북면 정각리 1196-1번지,36.12728751,128.98917325
경상북도 영천시 화북면 정각리 1202번지,36.12814276,128.98839903
경상북도 영천시 화북면 정각리 1203번지,36.12808605,128.98773863
경상북도 영천시 화북면 정각리 1205-5번지,36.12706255,128.98673975
경상북도 영천시 화북면 정각리 1205-7번지,36.12738822,128.98714525
경상북도 영천시 화북면 정각리 1205-10번지,36.12683709,128.98693121
경상북도 영천시 화북면 정각리 1214번지,36.12558927,128.98389633
경상북도 영천시 화북면 정각리 1226-1번지,36.12641045,128.98576814
경상북도 영천시 화북면 정각리 1226-3번지,36.12592931,128.98547913
경상북도 영천시 화북면 정각리 1249번지,36.12651109,128.98482828
경상북도 영천시 화북면 정각리 1253-3번지,36.12617681,128.9840615
경상북도 영천시 화북면 정각리 1253-8번지,36.12610216,128.9838627
경상북도 영천시 화북면 정각리 1305번지,36.12813196,128.98476492
경상북도 영천시 화북면 정각리 1309번지,36.12775374,128.98545235
경상북도 영천시 화북면 정각리 1343번지,36.128282,128.98505714
경상북도 영천시 화북면 정각리 1350번지,36.12893683,128.98422851
경상북도 영천시 화북면 정각리 1351번지,36.12891057,128.98454617
경상북도 영천시 화북면 정각리 1356번지,36.12915285,128.98385098
경상북도 영천시 화북면 정각리 1359번지,36.12939052,128.98382008
경상북도 영천시 화북면 정각리 1361번지,36.12951141,128.98372405
경상북도 영천시 화북면 정각리 1362번지,36.12958568,128.98391852
경상북도 영천시 화북면 정각리 1363번지,36.12974227,128.98377229
경상북도 영천시 화북면 정각리 1364번지,36.12990154,128.98374165
경상북도 영천시 화북면 정각리 1366번지,36.12998594,128.98413519
경상북도 영천시 화북면 정각리 1367번지,36.12976898,128.98412351
경상북도 영천시 화북면 정각리 1400번지,36.13015996,128.98354623
경상북도 영천시 화북면 정각리 1401번지,36.13003506,128.98361206
경상북도 영천시 화북면 정각리 1407번지,36.12968721,128.98297308
경상북도 영천시 화북면 정각리 1408번지,36.12962017,128.98310379
경상북도 영천시 화북면 정각리 1411번지,36.12974384,128.98339491
경상북도 영천시 화북면 정각리 1414번지,36.12946225,128.9833083
경상북도 영천시 화북면 정각리 1416번지,36.12939446,128.98346809
경상북도 영천시 화북면 정각리 1432번지,36.13026505,128.98315268
경상북도 영천시 화북면 정각리 1487번지,36.12517343,128.97981322
경상북도 영천시 화북면 정각리 1487-3번지,36.125232,128.98006415
경상북도 영천시 화북면 정각리 1488번지,36.12563889,128.98049575
경상북도 영천시 화북면 정각리 1488-1번지,36.12531693,128.98040414
경상북도 영천시 화북면 정각리 1498번지,36.1248925,128.97955072
경상북도 영천시 화북면 정각리 1511-2번지,36.12436358,128.97252887
경상북도 영천시 화북면 정각리 산6-1번지,36.15813995,128.9801897
경상북도 영천시 화북면 정각리 산76-1번지,36.14157853,128.97983613
경상북도 영천시 화북면 정각리 산1002번지,,
경상북도 영천시 화북면 횡계리 3번지,36.12300527,128.9663858
경상북도 영천시 화북면 횡계리 3-3번지,36.12280769,128.9663681
경상북도 영천시 화북면 횡계리 3-5번지,36.12207084,128.96609228
경상북도 영천시 화북면 횡계리 3-9번지,36.12187014,128.96595711
경상북도 영천시 화북면 횡계리 7번지,36.12150625,128.96517472
경상북도 영천시 화북면 횡계리 120번지,,
경상북도 영천시 화북면 횡계리 131번지,36.11504821,128.95556453
경상북도 영천시 화북면 횡계리 157번지,36.11418773,128.95139814
경상북도 영천시 화북면 횡계리 160번지,36.11412033,128.95121002
경상북도 영천시 화북면 횡계리 161번지,36.11394183,128.95124869
경상북도 영천시 화북면 횡계리 163번지,36.11406475,128.95082719
경상북도 영천시 화북면 횡계리 164번지,36.11408115,128.95061693
경상북도 영천시 화북면 횡계리 165번지,36.11394562,128.9505736
경상북도 영천시 화북면 횡계리 166번지,36.11397427,128.95041307
경상북도 영천시 화북면 횡계리 167번지,36.11406169,128.95032372
경상북도 영천시 화북면 횡계리 169번지,36.11421229,128.94995632
경상북도 영천시 화북면 횡계리 170-1번지,36.11419476,128.94971069
경상북도 영천시 화북면 횡계리 172-1번지,36.11413135,128.9494436
경상북도 영천시 화북면 횡계리 174번지,36.11438557,128.94946332
경상북도 영천시 화북면 횡계리 176번지,36.11426109,128.94929489
경상북도 영천시 화북면 횡계리 179번지,36.11456293,128.94916254
경상북도 영천시 화북면 횡계리 180번지,36.11448249,128.94891191
경상북도 영천시 화북면 횡계리 181번지,36.11471827,128.94896904
경상북도 영천시 화북면 횡계리 182번지,36.11479952,128.94867677
경상북도 영천시 화북면 횡계리 187번지,36.11491112,128.94834171
경상북도 영천시 화북면 횡계리 188번지,36.11475741,128.94842986
경상북도 영천시 화북면 횡계리 190번지,,
경상북도 영천시 화북면 횡계리 191번지,36.11457233,128.94873467
경상북도 영천시 화북면 횡계리 192번지,,
경상북도 영천시 화북면 횡계리 194-1번지,36.11400346,128.94868108
경상북도 영천시 화북면 횡계리 196번지,36.1139565,128.94848814
경상북도 영천시 화북면 횡계리 197번지,36.11391438,128.94864556
경상북도 영천시 화북면 횡계리 199번지,36.11373517,128.9486006
경상북도 영천시 화북면 횡계리 200번지,36.11383576,128.94848826
경상북도 영천시 화북면 횡계리 201번지,36.11373956,128.9483363
경상북도 영천시 화북면 횡계리 202번지,36.11360673,128.94838743
경상북도 영천시 화북면 횡계리 203번지,36.11357048,128.94858309
경상북도 영천시 화북면 횡계리 205번지,36.11341455,128.94831461
경상북도 영천시 화북면 횡계리 206번지,36.11320035,128.94830976
경상북도 영천시 화북면 횡계리 208-1번지,36.11307791,128.94850862
경상북도 영천시 화북면 횡계리 210-2번지,36.11251406,128.94851201
경상북도 영천시 화북면 횡계리 219-1번지,36.11288583,128.94895551
경상북도 영천시 화북면 횡계리 220번지,36.11298682,128.94915056
경상북도 영천시 화북면 횡계리 221번지,,
경상북도 영천시 화북면 횡계리 222번지,,
경상북도 영천시 화북면 횡계리 223번지,36.11333958,128.94887367
경상북도 영천시 화북면 횡계리 225번지,36.11357146,128.94891604
경상북도 영천시 화북면 횡계리 226번지,36.11350782,128.94916089
경상북도 영천시 화북면 횡계리 228번지,36.11367309,128.94920451
경상북도 영천시 화북면 횡계리 229번지,36.11368502,128.949047
경상북도 영천시 화북면 횡계리 251-3번지,36.11363597,128.95013929
경상북도 영천시 화북면 횡계리 252-1번지,36.11398788,128.95011423
경상북도 영천시 화북면 횡계리 257번지,36.11386423,128.95079635
경상북도 영천시 화북면 횡계리 258-1번지,36.11375582,128.95079689
경상북도 영천시 화북면 횡계리 261번지,36.11383375,128.9510248
경상북도 영천시 화북면 횡계리 274번지,36.11226849,128.95021929
경상북도 영천시 화북면 횡계리 318번지,36.11285577,128.9442189
경상북도 영천시 화북면 횡계리 334번지,36.11356228,128.94588373
경상북도 영천시 화북면 횡계리 335번지,36.11350642,128.94623271
경상북도 영천시 화북면 횡계리 347-1번지,36.11256414,128.94774336
경상북도 영천시 화북면 횡계리 349번지,36.11261734,128.94815644
경상북도 영천시 화북면 횡계리 352번지,36.11299811,128.94810788
경상북도 영천시 화북면 횡계리 353번지,36.11309259,128.94793298
경상북도 영천시 화북면 횡계리 356-1번지,36.11298981,128.94722728
경상북도 영천시 화북면 횡계리 356-5번지,36.11287076,128.94748919
경상북도 영천시 화북면 횡계리 361번지,36.11341899,128.94661734
경상북도 영천시 화북면 횡계리 372번지,36.11363245,128.94713288
경상북도 영천시 화북면 횡계리 377번지,36.11323511,128.94762445
경상북도 영천시 화북면 횡계리 382번지,36.11347839,128.94803446
경상북도 영천시 화북면 횡계리 383번지,36.11342102,128.94777274
경상북도 영천시 화북면 횡계리 384번지,36.11354407,128.94749738
경상북도 영천시 화북면 횡계리 385번지,36.11369968,128.94730922
경상북도 영천시 화북면 횡계리 387번지,36.11381788,128.94751025
경상북도 영천시 화북면 횡계리 388번지,36.11370369,128.94746712
경상북도 영천시 화북면 횡계리 390번지,36.11376063,128.94790562
경상북도 영천시 화북면 횡계리 391번지,36.11361947,128.94805293
경상북도 영천시 화북면 횡계리 393번지,36.11391339,128.94816914
경상북도 영천시 화북면 횡계리 394번지,,
경상북도 영천시 화북면 횡계리 395번지,36.1139005,128.94772662
경상북도 영천시 화북면 횡계리 400번지,36.11618272,128.93432705
경상북도 영천시 화북면 횡계리 439번지,,
경상북도 영천시 화북면 횡계리 439-3번지,36.11476312,128.94797869
경상북도 영천시 화북면 횡계리 442번지,,
경상북도 영천시 화북면 횡계리 448-1번지,36.11520167,128.9477069
경상북도 영천시 화북면 횡계리 452-1번지,36.11543705,128.94740632
경상북도 영천시 화북면 횡계리 457-3번지,36.11547787,128.94653635
경상북도 영천시 화북면 횡계리 470번지,36.11565875,128.94026471
경상북도 영천시 화북면 횡계리 524-1번지,36.11948689,128.93767144
경상북도 영천시 화북면 횡계리 524-3번지,36.11974835,128.93777349
경상북도 영천시 화북면 횡계리 532-5번지,36.12035594,128.93918144
경상북도 영천시 화북면 횡계리 532-6번지,36.12018778,128.93904947
경상북도 영천시 화북면 횡계리 534번지,36.12048272,128.93942611
경상북도 영천시 화북면 횡계리 534-4번지,36.12031506,128.93957458
경상북도 영천시 화북면 횡계리 534-5번지,36.12023096,128.93940403
경상북도 영천시 화북면 횡계리 534-6번지,36.12007352,128.93929987
경상북도 영천시 화북면 횡계리 534-8번지,36.11995526,128.93955273
경상북도 영천시 화북면 횡계리 534-9번지,36.11988074,128.93921395
경상북도 영천시 화북면 횡계리 534-10번지,36.11969212,128.93915411
경상북도 영천시 화북면 횡계리 534-11번지,36.11953643,128.93920892
경상북도 영천시 화북면 횡계리 534-12번지,36.11969088,128.93939219
경상북도 영천시 화북면 횡계리 534-13번지,36.11939826,128.93954547
경상북도 영천시 화북면 횡계리 534-14번지,36.11955063,128.93960064
경상북도 영천시 화북면 횡계리 534-15번지,36.11967627,128.9396376
경상북도 영천시 화북면 횡계리 534-16번지,36.11959114,128.93982564
경상북도 영천시 화북면 횡계리 534-17번지,36.11972861,128.93992242
경상북도 영천시 화북면 횡계리 534-18번지,36.11989922,128.93979735
경상북도 영천시 화북면 횡계리 534-19번지,36.1199976,128.94000989
경상북도 영천시 화북면 횡계리 534-20번지,36.12000244,128.94018926
경상북도 영천시 화북면 횡계리 549-2번지,36.11980225,128.94025441
경상북도 영천시 화북면 횡계리 577번지,36.11831972,128.93754547
경상북도 영천시 화북면 횡계리 586번지,36.11771986,128.93686173
경상북도 영천시 화북면 횡계리 586-1번지,36.117727,128.93665467
경상북도 영천시 화북면 횡계리 588번지,36.11751026,128.93672354
경상북도 영천시 화북면 횡계리 833번지,36.1134209,128.93933468
경상북도 영천시 화북면 횡계리 833-1번지,36.11373444,128.93945378
경상북도 영천시 화북면 횡계리 895번지,36.12141184,128.94021928
경상북도 영천시 화북면 공덕리 233번지,36.09177465,128.95818981
경상북도 영천시 화북면 공덕리 236번지,36.09221121,128.9570707
경상북도 영천시 화북면 공덕리 265번지,36.09200569,128.95486244
경상북도 영천시 화북면 공덕리 283번지,36.09093834,128.9589363
경상북도 영천시 화북면 공덕리 345번지,36.0902241,128.94829877
경상북도 영천시 화북면 공덕리 353번지,,
경상북도 영천시 화북면 공덕리 377번지,36.09055487,128.94852097
경상북도 영천시 화북면 공덕리 378번지,36.09059711,128.94869376
경상북도 영천시 화북면 공덕리 381번지,36.09059592,128.94935373
경상북도 영천시 화북면 공덕리 381-1번지,36.09047268,128.94931904
경상북도 영천시 화북면 공덕리 381-2번지,36.09064676,128.94994515
경상북도 영천시 화북면 공덕리 386번지,36.09076599,128.94867551
경상북도 영천시 화북면 공덕리 388번지,36.09094706,128.94847926
경상북도 영천시 화북면 공덕리 390번지,36.09074844,128.94834224
경상북도 영천시 화북면 공덕리 391번지,36.09100884,128.94888011
경상북도 영천시 화북면 공덕리 395번지,36.09155668,128.94817647
경상북도 영천시 화북면 공덕리 396번지,36.09156027,128.94834908
경상북도 영천시 화북면 공덕리 398번지,36.09146755,128.94858203
경상북도 영천시 화북면 공덕리 399번지,36.09141715,128.9487774
경상북도 영천시 화북면 공덕리 401번지,36.09143755,128.94930724
경상북도 영천시 화북면 공덕리 422번지,36.09056452,128.95170273
경상북도 영천시 화북면 공덕리 461번지,36.09880693,128.94911981
경상북도 영천시 화북면 공덕리 462번지,36.09896727,128.9488734
경상북도 영천시 화북면 공덕리 463번지,36.09864601,128.94858756
경상북도 영천시 화북면 공덕리 468번지,36.09937578,128.94977217
경상북도 영천시 화북면 공덕리 475번지,36.09981159,128.949708
경상북도 영천시 화북면 공덕리 476번지,36.09987676,128.94992212
경상북도 영천시 화북면 공덕리 482번지,36.09999685,128.94962453
경상북도 영천시 화북면 공덕리 487번지,36.1001488,128.94931851
경상북도 영천시 화북면 공덕리 488번지,36.10030168,128.94940867
경상북도 영천시 화북면 공덕리 489번지,36.10037525,128.94927858
경상북도 영천시 화북면 공덕리 519번지,36.1004154,128.95214161
경상북도 영천시 화북면 공덕리 520번지,36.09995699,128.95181783
경상북도 영천시 화북면 공덕리 588번지,36.09648578,128.94699962
경상북도 영천시 화북면 공덕리 598번지,36.09489109,128.9466665
경상북도 영천시 화북면 공덕리 598-1번지,36.0944845,128.9467182
경상북도 영천시 화북면 공덕리 606번지,36.09509985,128.94588572
경상북도 영천시 화북면 공덕리 614번지,36.0941211,128.9458537
경상북도 영천시 화북면 공덕리 615번지,36.09390201,128.94556741
경상북도 영천시 화북면 공덕리 621번지,36.09409237,128.94629652
경상북도 영천시 화북면 공덕리 631번지,36.09262264,128.9456258
경상북도 영천시 화북면 공덕리 636번지,36.09285603,128.94588556
경상북도 영천시 화북면 공덕리 643번지,36.09174308,128.94638768
경상북도 영천시 화북면 공덕리 644번지,36.09171789,128.94654082
경상북도 영천시 화북면 공덕리 645번지,36.09170938,128.9467038
경상북도 영천시 화북면 공덕리 646번지,36.09163372,128.94685781
경상북도 영천시 화북면 공덕리 649번지,36.09165279,128.94725328
경상북도 영천시 화북면 공덕리 650번지,36.09164767,128.94745698
경상북도 영천시 화북면 공덕리 651번지,36.09160538,128.94765855
경상북도 영천시 화북면 공덕리 652번지,36.09153604,128.94783358
경상북도 영천시 화북면 공덕리 661번지,36.09160091,128.94611506
경상북도 영천시 화북면 공덕리 666번지,36.09151289,128.94549286
경상북도 영천시 화북면 공덕리 668번지,36.09175741,128.94565531
경상북도 영천시 화북면 공덕리 669번지,36.09179149,128.94538793
경상북도 영천시 화북면 공덕리 672번지,36.09179497,128.94517408
경상북도 영천시 화북면 공덕리 680번지,36.09178317,128.94429097
경상북도 영천시 화북면 공덕리 683-1번지,36.09086182,128.94279829
경상북도 영천시 화북면 공덕리 693번지,36.09145168,128.94445122
경상북도 영천시 화북면 공덕리 696번지,36.09111249,128.94452535
경상북도 영천시 화북면 공덕리 698번지,36.09102655,128.94486261
경상북도 영천시 화북면 공덕리 699-1번지,36.09113518,128.94552518
경상북도 영천시 화북면 공덕리 699-2번지,36.09108518,128.94531401
경상북도 영천시 화북면 공덕리 699-3번지,36.09110865,128.94511698
경상북도 영천시 화북면 공덕리 700-1번지,36.09101275,128.94610089
경상북도 영천시 화북면 공덕리 701번지,36.09098878,128.94554099
경상북도 영천시 화북면 공덕리 702-2번지,36.09099549,128.9457381
경상북도 영천시 화북면 공덕리 703번지,36.0912207,128.94555282
경상북도 영천시 화북면 공덕리 712-1번지,36.09065603,128.94756939
경상북도 영천시 화북면 공덕리 714번지,36.09033972,128.948115
경상북도 영천시 화북면 공덕리 724번지,36.09009511,128.94653876
경상북도 영천시 화북면 공덕리 731-1번지,36.09069932,128.94578198
경상북도 영천시 화북면 공덕리 735-2번지,36.09063939,128.94515526
경상북도 영천시 화북면 공덕리 735-3번지,36.09054629,128.94494003
경상북도 영천시 화북면 공덕리 737번지,36.09059156,128.94443813
경상북도 영천시 화북면 공덕리 740번지,36.09038301,128.9444966
경상북도 영천시 화북면 오산리 64-1번지,36.07984503,128.94135119
경상북도 영천시 화북면 오산리 83번지,36.08012593,128.94242161
경상북도 영천시 화북면 오산리 106번지,36.08269932,128.93418714
경상북도 영천시 화북면 오산리 117-1번지,36.08481047,128.93475872
경상북도 영천시 화북면 오산리 120-1번지,36.08398052,128.93417701
경상북도 영천시 화북면 오산리 124번지,36.08597578,128.93423079
경상북도 영천시 화북면 오산리 125번지,36.08598938,128.9340857
경상북도 영천시 화북면 오산리 126번지,36.08612286,128.9342123
경상북도 영천시 화북면 오산리 127번지,36.08638372,128.93433481
경상북도 영천시 화북면 오산리 130번지,36.08786149,128.93495785
경상북도 영천시 화북면 오산리 132번지,36.08856508,128.93616584
경상북도 영천시 화북면 오산리 134번지,36.08871656,128.93660528
경상북도 영천시 화북면 오산리 135번지,36.08860184,128.93652842
경상북도 영천시 화북면 오산리 136번지,36.08862054,128.93634104
경상북도 영천시 화북면 오산리 137번지,36.08844295,128.93648001
경상북도 영천시 화북면 오산리 138번지,36.0883656,128.93626496
경상북도 영천시 화북면 오산리 139번지,36.08824129,128.93615145
경상북도 영천시 화북면 오산리 140번지,36.08798777,128.93598726
경상북도 영천시 화북면 오산리 141번지,36.08778487,128.93581321
경상북도 영천시 화북면 오산리 142번지,36.08805644,128.93629346
경상북도 영천시 화북면 오산리 142-1번지,36.08765699,128.93570817
경상북도 영천시 화북면 오산리 142-3번지,36.08740026,128.93556455
경상북도 영천시 화북면 오산리 143번지,36.08726867,128.93535484
경상북도 영천시 화북면 오산리 150-1번지,36.08683955,128.93612062
경상북도 영천시 화북면 오산리 154번지,36.08674407,128.93511495
경상북도 영천시 화북면 오산리 161-1번지,36.08569377,128.93531711
경상북도 영천시 화북면 오산리 189번지,36.08749876,128.9378657
경상북도 영천시 화북면 오산리 204번지,36.08832438,128.93831782
경상북도 영천시 화북면 오산리 205번지,,
경상북도 영천시 화북면 오산리 205-1번지,36.08823746,128.93819901
경상북도 영천시 화북면 오산리 205-4번지,36.08803561,128.93785479
경상북도 영천시 화북면 오산리 205-5번지,36.08797206,128.93796169
경상북도 영천시 화북면 오산리 205-6번지,36.08781505,128.93806474
경상북도 영천시 화북면 오산리 205-7번지,36.0877477,128.93788946
경상북도 영천시 화북면 오산리 205-8번지,36.08762549,128.9380189
경상북도 영천시 화북면 오산리 205-9번지,36.08768856,128.93775191
경상북도 영천시 화북면 오산리 206번지,,
경상북도 영천시 화북면 오산리 206-2번지,36.08789128,128.93777509
경상북도 영천시 화북면 오산리 206-3번지,36.08775523,128.93760179
경상북도 영천시 화북면 오산리 207-1번지,36.08786903,128.9374465
경상북도 영천시 화북면 오산리 208번지,36.08811192,128.93752651
경상북도 영천시 화북면 오산리 209번지,36.08822882,128.937842
경상북도 영천시 화북면 오산리 209-1번지,36.08809343,128.93770612
경상북도 영천시 화북면 오산리 210번지,36.08838873,128.9378548
경상북도 영천시 화북면 오산리 210-1번지,36.08839048,128.93804213
경상북도 영천시 화북면 오산리 212-1번지,36.08806074,128.93719188
경상북도 영천시 화북면 오산리 253-1번지,36.09033928,128.94303255
경상북도 영천시 화북면 오산리 259번지,36.09106051,128.94231437
경상북도 영천시 화북면 오산리 271번지,36.0913456,128.93959535
경상북도 영천시 화북면 오산리 283번지,36.09022114,128.94172132
경상북도 영천시 화북면 오산리 286번지,36.08973263,128.94221908
경상북도 영천시 화북면 오산리 354번지,36.09121768,128.93927591
경상북도 영천시 화북면 오산리 365번지,36.09320307,128.9389146
경상북도 영천시 화북면 오산리 366번지,36.09376068,128.93847844
경상북도 영천시 화북면 오산리 377번지,36.09564395,128.93799601
경상북도 영천시 화북면 오산리 416-1번지,36.10022378,128.93550418
경상북도 영천시 화북면 오산리 456번지,36.0939946,128.9252536
경상북도 영천시 화북면 오산리 481-5번지,36.08951122,128.92605255
경상북도 영천시 화북면 오산리 486번지,36.08578139,128.93310493
경상북도 영천시 화북면 오산리 490번지,36.0857772,128.9339787
경상북도 영천시 화북면 오산리 492번지,,
경상북도 영천시 화북면 오산리 511번지,,
경상북도 영천시 화북면 오산리 511-1번지,36.08239363,128.93132458
경상북도 영천시 화북면 오산리 524번지,36.08364426,128.93313774
경상북도 영천시 화북면 오산리 525번지,36.08373221,128.93350588
경상북도 영천시 화북면 오산리 534번지,36.08189974,128.93219199
경상북도 영천시 화북면 오산리 534-3번지,36.08228871,128.93324352
경상북도 영천시 화북면 오산리 553-2번지,36.08043464,128.92851047
경상북도 영천시 화북면 오산리 592번지,36.0772694,128.92227973
경상북도 영천시 화북면 오산리 623번지,36.07869435,128.92028523
경상북도 영천시 화북면 오산리 632번지,36.07870207,128.92229286
경상북도 영천시 화북면 오산리 727번지,36.08249794,128.91758373
경상북도 영천시 화북면 오산리 749-1번지,36.08150352,128.92184657
경상북도 영천시 화북면 오산리 749-2번지,36.08144675,128.92204877
경상북도 영천시 화북면 오산리 757번지,36.08145627,128.92349405
경상북도 영천시 화북면 오산리 763번지,36.08154562,128.92386055
경상북도 영천시 화북면 오산리 764번지,36.0811876,128.92402532
경상북도 영천시 화북면 오산리 764-1번지,36.08114824,128.92419276
경상북도 영천시 화북면 오산리 767-1번지,36.08094131,128.92354434
경상북도 영천시 화북면 오산리 768-1번지,36.0808305,128.92361024
경상북도 영천시 화북면 오산리 770-1번지,36.0805109,128.9237614
경상북도 영천시 화북면 오산리 771번지,,
경상북도 영천시 화북면 오산리 771-3번지,36.08062143,128.92407768
경상북도 영천시 화북면 오산리 775번지,36.07997667,128.92378302
경상북도 영천시 화북면 오산리 776번지,36.07998758,128.92310384
경상북도 영천시 화북면 오산리 777-3번지,36.07975365,128.92328385
경상북도 영천시 화북면 오산리 777-5번지,36.07956823,128.92337279
경상북도 영천시 화북면 오산리 788번지,36.07812497,128.92447438
경상북도 영천시 화북면 오산리 814번지,36.08009164,128.92645265
경상북도 영천시 화북면 오산리 828번지,36.08122956,128.92760334
경상북도 영천시 화북면 오산리 829번지,36.08119956,128.9274129
경상북도 영천시 화북면 오산리 830번지,36.08138206,128.92732067
경상북도 영천시 화북면 오산리 831번지,36.08132058,128.92716565
경상북도 영천시 화북면 오산리 832번지,36.08117333,128.9272341
경상북도 영천시 화북면 오산리 833번지,36.08131025,128.92700133
경상북도 영천시 화북면 오산리 835번지,36.08129155,128.92672403
경상북도 영천시 화북면 오산리 836번지,36.08126503,128.92652391
경상북도 영천시 화북면 오산리 842번지,36.08081058,128.92647086
경상북도 영천시 화북면 오산리 843번지,36.08101395,128.92645429
경상북도 영천시 화북면 오산리 844번지,36.08089654,128.9266781
경상북도 영천시 화북면 오산리 847번지,36.08110513,128.92666176
경상북도 영천시 화북면 오산리 849번지,36.08106612,128.92707019
경상북도 영천시 화북면 오산리 850번지,36.08092653,128.92708244
경상북도 영천시 화북면 오산리 855번지,36.08015732,128.92546089
경상북도 영천시 화북면 오산리 855-3번지,36.08038229,128.92604038
경상북도 영천시 화북면 오산리 859번지,36.08001729,128.92490657
경상북도 영천시 화북면 오산리 860번지,,
경상북도 영천시 화북면 오산리 860-1번지,36.08029001,128.92513834
경상북도 영천시 화북면 오산리 860-2번지,36.08027054,128.92488089
경상북도 영천시 화북면 오산리 860-3번지,36.08027785,128.92457126
경상북도 영천시 화북면 오산리 863번지,,
경상북도 영천시 화북면 오산리 863-1번지,36.08045564,128.92543443
경상북도 영천시 화북면 오산리 863-2번지,36.08048813,128.92562193
경상북도 영천시 화북면 오산리 864-1번지,36.0805728,128.92515256
경상북도 영천시 화북면 오산리 864-2번지,36.08062326,128.92461432
경상북도 영천시 화북면 오산리 864-3번지,36.08061604,128.92487311
경상북도 영천시 화북면 오산리 864-4번지,36.0804438,128.92460705
경상북도 영천시 화북면 오산리 870번지,36.08091614,128.92450601
경상북도 영천시 화북면 오산리 872번지,,
경상북도 영천시 화북면 오산리 872-2번지,36.08117299,128.92473251
경상북도 영천시 화북면 오산리 873번지,36.08110969,128.92442171
경상북도 영천시 화북면 오산리 874번지,36.08132594,128.9243768
경상북도 영천시 화북면 오산리 875번지,36.08145255,128.92435924
경상북도 영천시 화북면 오산리 876번지,36.08162246,128.92442899
경상북도 영천시 화북면 오산리 877번지,36.08144296,128.92450198
경상북도 영천시 화북면 오산리 879번지,36.08150173,128.92483199
경상북도 영천시 화북면 오산리 881번지,36.08155199,128.92514158
경상북도 영천시 화북면 오산리 885번지,36.08121434,128.92525501
경상북도 영천시 화북면 오산리 886번지,36.08120054,128.92546303
경상북도 영천시 화북면 오산리 887번지,36.08145332,128.92534942
경상북도 영천시 화북면 오산리 888번지,36.0814542,128.92556879
경상북도 영천시 화북면 오산리 889번지,36.08122864,128.92558737
경상북도 영천시 화북면 오산리 891-1번지,36.08082685,128.92574441
경상북도 영천시 화북면 오산리 893번지,36.08072366,128.92558893
경상북도 영천시 화북면 오산리 894번지,36.08063711,128.92578796
경상북도 영천시 화북면 오산리 895번지,36.08065228,128.92598225
경상북도 영천시 화북면 오산리 896번지,36.08083932,128.92595018
경상북도 영천시 화북면 오산리 897번지,36.08101458,128.92589896
경상북도 영천시 화북면 오산리 899번지,36.08149256,128.92589574
경상북도 영천시 화북면 오산리 900번지,,
경상북도 영천시 화북면 오산리 902번지,36.08166151,128.92611421
경상북도 영천시 화북면 오산리 903번지,36.08175696,128.92646021
경상북도 영천시 화북면 오산리 908번지,36.08181022,128.92504165
경상북도 영천시 화북면 오산리 909-1번지,36.08190895,128.92486379
경상북도 영천시 화북면 오산리 909-3번지,36.08177564,128.92463608
경상북도 영천시 화북면 오산리 909-4번지,36.08169396,128.92483002
경상북도 영천시 화북면 오산리 910번지,36.08189158,128.92437439
경상북도 영천시 화북면 오산리 910-1번지,36.08175469,128.92436961
경상북도 영천시 화북면 오산리 911번지,36.08199356,128.92444325
