대지위치,사용승인일,지상층수,지하층수,높이(m),구조코드명,기타구조,주용도코드명,비상용승강기수,사용승인일(년도),위도,경도,건물연차점수,지상층수_점수,지하층수_점수,비상용승강기_점수,주용도_점수,구조코드_점수,소화전거리,소방서거리,소화전거리_점수,소방관서거리_점수,total_score
경상북도 영천시 고경면 도암리 산43-8번지,20180208,1,0,2.8,경량철골구조,경량철골구조,교정및군사시설,0,2018,36.0046012,129.0007789,1,0,0,5,4,2,1105.020885,4848.317863,5,3,20
경상북도 영천시 고경면 도암리 산43-8번지,20180208,1,0,2.8,경량철골구조,경량철골구조,교정및군사시설,0,2018,36.0046012,129.0007789,1,0,0,5,4,2,1105.020885,4848.317863,5,3,20
경상북도 영천시 고경면 도암리 산43-8번지,20180208,1,0,2.8,경량철골구조,경량철골구조,교정및군사시설,0,2018,36.0046012,129.0007789,1,0,0,5,4,2,1105.020885,4848.317863,5,3,20
경상북도 영천시 고경면 도암리 산43-8번지,20180208,1,0,2.8,경량철골구조,경량철골구조,교정및군사시설,0,2018,36.0046012,129.0007789,1,0,0,5,4,2,1105.020885,4848.317863,5,3,20
경상북도 영천시 고경면 도암리 산43-8번지,20180208,1,0,2.8,경량철골구조,경량철골구조,교정및군사시설,0,2018,36.0046012,129.0007789,1,0,0,5,4,2,1105.020885,4848.317863,5,3,20
경상북도 영천시 고경면 상리리 ,1900,1,0,0,기타조적구조,토담,단독주택,0,1900,36.01424063,129.0319509,5,0,0,5,2,4,575.9792138,7771.601857,5,5,26
경상북도 영천시 고경면 상리리 11-1번지,20201109,2,0,9,일반철골구조,일반철골구조,교정및군사시설,0,2020,36.02145775,129.0250003,1,1,0,5,4,2,1590.545577,7719.590719,5,5,23
경상북도 영천시 고경면 상리리 11-2번지,20240607,1,0,6.1,경량철골구조,경량철골구조,"국방,군사시설",0,2024,36.02186302,129.024297,1,0,0,5,4,2,1664.11828,7698.841385,5,5,22
경상북도 영천시 고경면 상리리 11-2번지,20240607,1,0,2.25,경량철골구조,경량철골구조,"국방,군사시설",0,2024,36.02186302,129.024297,1,0,0,5,4,2,1664.11828,7698.841385,5,5,22
경상북도 영천시 고경면 상리리 11-2번지,20240607,1,0,3.45,철근콘크리트구조,철근콘크리트,"국방,군사시설",0,2024,36.02186302,129.024297,1,0,0,5,4,0,1664.11828,7698.841385,5,5,20
경상북도 영천시 고경면 상리리 29-2번지,20160715,1,0,6.25,일반철골구조,일반철골구조,동물및식물관련시설,0,2016,36.01495804,129.031792,1,0,0,5,3,2,652.3622365,7801.10724,5,5,21
경상북도 영천시 고경면 상리리 29-2번지,20160715,1,0,6.75,일반철골구조,일반철골구조,동물및식물관련시설,0,2016,36.01495804,129.031792,1,0,0,5,3,2,652.3622365,7801.10724,5,5,21
경상북도 영천시 고경면 상리리 29-2번지,20220113,1,0,8.8,일반철골구조,일반철골구조,동물및식물관련시설,0,2022,36.01495804,129.031792,1,0,0,5,3,2,652.3622365,7801.10724,5,5,21
경상북도 영천시 고경면 상리리 29-2번지,20050629,1,0,5.85,일반철골구조,일반철골구조,동물및식물관련시설,0,2005,36.01495804,129.031792,2,0,0,5,3,2,652.3622365,7801.10724,5,5,22
경상북도 영천시 고경면 상리리 33번지,19960923,1,0,4.8,경량철골구조,경량철골조,단독주택,0,1996,36.01700816,129.0304444,3,0,0,5,2,2,910.5377488,7822.406635,5,5,22
경상북도 영천시 고경면 상리리 35번지,20071126,1,0,0,강파이프구조,파이프조,동물및식물관련시설,0,2007,36.01421901,129.0328492,2,0,0,5,3,2,536.6522288,7839.560922,5,5,22
경상북도 영천시 고경면 상리리 45-1번지,20240609,1,0,3.6,일반철골구조,일반철골구조,"국방,군사시설",0,2024,36.02236546,129.0317375,1,0,0,5,4,2,1432.446685,8260.749023,5,5,22
경상북도 영천시 고경면 상리리 45-1번지,20240609,1,0,3.6,일반철골구조,일반철골구조,"국방,군사시설",0,2024,36.02236546,129.0317375,1,0,0,5,4,2,1432.446685,8260.749023,5,5,22
경상북도 영천시 고경면 상리리 45-2번지,20241008,2,0,7.2,철근콘크리트구조,철근콘크리트구조,"국방,군사시설",0,2024,36.02181445,129.0317066,1,1,0,5,4,0,1373.392443,8222.069779,5,5,21
경상북도 영천시 고경면 상리리 102-2번지,20231227,1,0,5.06,일반철골구조,경량철골조,단독주택,0,2023,36.01332587,129.0339919,1,0,0,5,2,2,408.0131763,7877.936511,5,5,20
경상북도 영천시 고경면 상리리 102-2번지,20231227,1,0,5.06,일반철골구조,경량철골조,단독주택,0,2023,36.01332587,129.0339919,1,0,0,5,2,2,408.0131763,7877.936511,5,5,20
경상북도 영천시 고경면 상리리 102-2번지,20231227,1,0,5.05,일반철골구조,일반철골,단독주택,0,2023,36.01332587,129.0339919,1,0,0,5,2,2,408.0131763,7877.936511,5,5,20
경상북도 영천시 고경면 상리리 105번지,20040120,1,0,0,일반목구조,목조,제2종근린생활시설,0,2004,36.01292932,129.034953,3,0,0,5,6,5,348.977848,7931.306851,5,5,29
경상북도 영천시 고경면 상리리 143번지,20010428,1,0,6,경량철골구조,경량철골조(조립식),제2종근린생활시설,0,2001,36.0149705,129.0364004,3,0,0,5,6,2,584.2092068,8157.04999,5,5,26
경상북도 영천시 고경면 상리리 143번지,20010428,1,0,3,블록구조,시멘트블럭조,제2종근린생활시설,0,2001,36.0149705,129.0364004,3,0,0,5,6,4,584.2092068,8157.04999,5,5,28
경상북도 영천시 고경면 상리리 143번지,20010428,1,0,4.5,블록구조,시멘트블럭조,제2종근린생활시설,0,2001,36.0149705,129.0364004,3,0,0,5,6,4,584.2092068,8157.04999,5,5,28
경상북도 영천시 고경면 상리리 143번지,20010428,1,0,5.2,블록구조,시멘트블럭조,제2종근린생활시설,0,2001,36.0149705,129.0364004,3,0,0,5,6,4,584.2092068,8157.04999,5,5,28
경상북도 영천시 고경면 상리리 149-1번지,20130605,1,0,4.6,경량철골구조,경량철골구조,단독주택,0,2013,36.01459584,129.036438,2,0,0,5,2,2,543.9160735,8139.066556,5,5,21
경상북도 영천시 고경면 상리리 152번지,19750711,1,0,0,일반목구조,목조,창고시설,0,1975,36.014428,129.0360863,5,0,0,5,8,5,520.1116534,8102.342041,5,5,33
경상북도 영천시 고경면 상리리 163번지,20110609,1,0,4.8,경량철골구조,경량철골구조,단독주택,0,2011,36.01392874,129.0360743,2,0,0,5,2,2,465.0797327,8073.800606,5,5,21
경상북도 영천시 고경면 상리리 164번지,1910,1,0,0,벽돌구조,"목조, 흙벽돌",단독주택,0,1910,36.01415522,129.0361092,5,0,0,5,2,4,490.4416899,8089.011988,5,5,26
경상북도 영천시 고경면 상리리 168번지,20130730,1,0,5,경량철골구조,경량철골구조,단독주택,0,2013,36.01366441,129.0363851,2,0,0,5,2,2,441.7145819,8083.641747,5,5,21
경상북도 영천시 고경면 상리리 170번지,20020426,1,0,0,경량철골구조,경량철골조,단독주택,0,2002,36.01349909,129.0362244,3,0,0,5,2,2,420.5999,8062.039665,5,5,22
경상북도 영천시 고경면 상리리 174번지,1825,1,0,0,일반목구조,목조,단독주택,0,1825,36.01295566,129.0353973,5,0,0,5,2,5,351.1553519,7967.603096,5,5,27
경상북도 영천시 고경면 상리리 180번지,1925,1,0,0,일반목구조,목조,단독주택,0,1925,36.01302138,129.0364031,5,0,0,5,2,5,372.9741821,8050.23245,5,5,27
경상북도 영천시 고경면 상리리 181번지,20010131,1,0,0,경량철골구조,경량철골조,단독주택,0,2001,36.0132183,129.0362474,3,0,0,5,2,2,390.590334,8048.60359,5,5,22
경상북도 영천시 고경면 상리리 181번지,20010131,1,0,0,경량철골구조,경량철골조,단독주택,0,2001,36.0132183,129.0362474,3,0,0,5,2,2,390.590334,8048.60359,5,5,22
경상북도 영천시 고경면 상리리 183번지,1925,1,0,0,일반목구조,목조,단독주택,0,1925,36.01334578,129.0364231,5,0,0,5,2,5,408.203251,8069.311026,5,5,27
경상북도 영천시 고경면 상리리 184-1번지,20080609,1,0,5.4,경량철골구조,경량철골구조,단독주택,0,2008,36.01303329,129.0367894,2,0,0,5,2,2,385.3412268,8081.295956,5,5,21
경상북도 영천시 고경면 상리리 186-1번지,20201211,1,0,5.1,경량철골구조,경량철골구조,단독주택,0,2020,36.01456597,129.0366842,1,0,0,5,2,2,545.4770847,8156.598095,5,5,20
경상북도 영천시 고경면 상리리 186-3번지,20201112,1,0,5.5,경량철골구조,경량철골구조,단독주택,0,2020,36.01367502,129.0367104,1,0,0,5,2,2,450.5219535,8109.731423,5,5,20
경상북도 영천시 고경면 상리리 186-4번지,20201224,1,0,5.1,경량철골구조,경량철골구조,단독주택,0,2020,36.01440289,129.0366412,1,0,0,5,2,2,526.9434323,8144.218099,5,5,20
경상북도 영천시 고경면 상리리 186-5번지,20210621,1,0,4.95,경량철골구조,경량철골구조,단독주택,0,2021,36.01422902,129.0366341,1,0,0,5,2,2,508.027595,8134.069885,5,5,20
경상북도 영천시 고경면 상리리 186-6번지,20220107,1,0,5,경량철골구조,경량철골구조,단독주택,0,2022,36.01406896,129.0366572,1,0,0,5,2,2,491.3269233,8127.083155,5,5,20
경상북도 영천시 고경면 상리리 189번지,20110325,1,0,5.15,경량철골구조,경량철골구조,단독주택,0,2011,36.01301757,129.0370148,2,0,0,5,2,2,391.4936542,8098.224694,5,5,21
경상북도 영천시 고경면 상리리 191-1번지,20060613,1,0,0,강파이프구조,일반철골구조,동물및식물관련시설,0,2006,36.01180001,129.0370445,2,0,0,5,3,2,274.9136739,8036.382413,5,5,22
경상북도 영천시 고경면 상리리 191-1번지,20060613,1,0,0,일반철골구조,일반철골조,동물및식물관련시설,0,2006,36.01180001,129.0370445,2,0,0,5,3,2,274.9136739,8036.382413,5,5,22
경상북도 영천시 고경면 상리리 194번지,20040714,1,0,5,경량철골구조,경량철골구조,단독주택,0,2004,36.0113348,129.037299,3,0,0,5,2,2,251.3271378,8032.620801,5,5,22
경상북도 영천시 고경면 상리리 199-1번지,1960,1,0,0,일반목구조,목조,단독주택,0,1960,36.01116016,129.0363344,5,0,0,5,2,5,180.0770198,7946.720132,5,5,27
경상북도 영천시 고경면 상리리 200-2번지,1925,1,0,0,일반목구조,목조,단독주택,0,1925,36.01137606,129.0362595,5,0,0,5,2,5,197.4724419,7951.930749,5,5,27
경상북도 영천시 고경면 상리리 201-3번지,19960129,1,0,5,벽돌구조,"벽돌조, 목조, 파이프조",단독주택,0,1996,36.0116459,129.0361287,3,0,0,5,2,4,220.0221292,7955.591129,5,5,24
경상북도 영천시 고경면 상리리 202-1번지,19950816,1,0,4.8,블록구조,"블럭조, 파이프조",단독주택,0,1995,36.01223492,129.0366961,3,0,0,5,2,4,300.4627647,8031.495457,5,5,24
경상북도 영천시 고경면 상리리 204번지,19960627,1,0,0,벽돌구조,시멘트벽돌조,단독주택,0,1996,36.01243597,129.0365359,3,0,0,5,2,4,315.1780367,8029.446063,5,5,24
경상북도 영천시 고경면 상리리 205-1번지,19910723,1,0,0,벽돌구조,시멘트벽돌조,단독주택,0,1991,36.01262718,129.0365621,4,0,0,5,2,4,335.8646249,8041.675106,5,5,25
경상북도 영천시 고경면 상리리 205-2번지,1967,1,0,0,일반목구조,목조,단독주택,0,1967,36.01246158,129.0361049,5,0,0,5,2,5,305.8348044,7996.757362,5,5,27
경상북도 영천시 고경면 상리리 206번지,19991015,1,0,0,벽돌구조,벽돌조,단독주택,0,1999,36.01288059,129.0365172,3,0,0,5,2,4,361.0769547,8051.660738,5,5,24
경상북도 영천시 고경면 상리리 207번지,20000105,1,0,0,경량철골구조,경량철골조,단독주택,0,2000,36.01283344,129.035893,3,0,0,5,2,2,342.2633939,7999.967281,5,5,22
경상북도 영천시 고경면 상리리 209-2번지,1930,1,0,0,일반목구조,목조,단독주택,0,1930,36.01261356,129.0360214,5,0,0,5,2,5,320.5028418,7998.283936,5,5,27
경상북도 영천시 고경면 상리리 212번지,20161220,1,0,6.3,경량철골구조,경량철골구조,단독주택,0,2016,36.0121635,129.0353999,1,0,0,5,2,2,263.1693535,7925.215003,5,5,20
경상북도 영천시 고경면 상리리 213번지,1875,1,0,0,일반목구조,"목조, 흙벽돌",단독주택,0,1875,36.01192833,129.0354101,5,0,0,5,2,5,237.1138656,7913.526107,5,5,27
경상북도 영천시 고경면 상리리 215번지,1895,1,0,0,일반목구조,목조,단독주택,0,1895,36.01212609,129.0358466,5,0,0,5,2,5,264.2025279,7958.52244,5,5,27
경상북도 영천시 고경면 상리리 217번지,1945,1,0,0,일반목구조,목조,단독주택,0,1945,36.01182259,129.0358162,5,0,0,5,2,5,230.6438984,7940.078521,5,5,27
경상북도 영천시 고경면 상리리 217번지,1895,1,0,0,일반목구조,목조,단독주택,0,1895,36.01182259,129.0358162,5,0,0,5,2,5,230.6438984,7940.078521,5,5,27
경상북도 영천시 고경면 상리리 218번지,1895,1,0,0,일반목구조,목조,단독주택,0,1895,36.01178034,129.0356406,5,0,0,5,2,5,223.0237874,7923.939534,5,5,27
경상북도 영천시 고경면 상리리 219번지,1977,1,0,0,블록구조,세멘블록,단독주택,0,1977,36.01163335,129.0354457,5,0,0,5,2,4,204.6391561,7900.761306,5,5,26
경상북도 영천시 고경면 상리리 220번지,1895,1,0,0,일반목구조,목조,단독주택,0,1895,36.01159765,129.0352129,5,0,0,5,2,5,199.9187111,7880.437965,5,5,27
경상북도 영천시 고경면 상리리 221번지,20080602,1,0,5.4,경량철골구조,경량철골구조,단독주택,0,2008,36.01181276,129.0351479,2,0,0,5,2,2,223.9935973,7886.663857,5,5,21
경상북도 영천시 고경면 상리리 225-1번지,20100910,1,0,4.8,경량철골구조,경량철골구조,단독주택,0,2010,36.01248391,129.0352831,2,0,0,5,2,2,298.4585318,7933.156864,5,5,21
경상북도 영천시 고경면 상리리 236번지,1965,1,0,0,일반목구조,"목조, 흙벽돌",단독주택,0,1965,36.01146825,129.0348206,5,0,0,5,2,5,189.4434134,7842.551373,5,5,27
경상북도 영천시 고경면 상리리 237번지,1895,1,0,0,벽돌구조,"목조, 흙벽돌",단독주택,0,1895,36.01156297,129.0349845,5,0,0,5,2,4,197.4630164,7860.527585,5,5,26
경상북도 영천시 고경면 상리리 239-3번지,19990713,1,0,4.5,벽돌구조,시멘트벽돌조,단독주택,0,1999,36.01121556,129.0347005,3,0,0,5,2,4,164.9249557,7819.73856,5,5,24
경상북도 영천시 고경면 상리리 240번지,1974,1,0,0,블록구조,블록,단독주택,0,1974,36.01114432,129.0351661,5,0,0,5,2,4,149.6667508,7852.951408,5,5,26
경상북도 영천시 고경면 상리리 241번지,1960,1,0,0,벽돌구조,"목조, 흙벽돌",단독주택,0,1960,36.01096241,129.0351492,5,0,0,5,2,4,129.5626234,7842.137757,5,5,26
경상북도 영천시 고경면 상리리 242-2번지,19950817,1,0,4.5,벽돌구조,벽돌조,단독주택,0,1995,36.01059092,129.0351273,3,0,0,5,2,4,88.61596045,7821.176763,3,5,22
경상북도 영천시 고경면 상리리 242-5번지,19980510,1,0,0,벽돌구조,조적조,단독주택,0,1998,36.0105407,129.0347627,3,0,0,5,2,4,93.21002351,7789.532839,4,5,23
경상북도 영천시 고경면 상리리 243번지,1972,1,0,0,블록구조,시멘블록,단독주택,0,1972,36.01036659,129.0349817,5,0,0,5,2,4,67.39975862,7798.029309,3,5,24
경상북도 영천시 고경면 상리리 244번지,1955,1,0,0,블록구조,세멘블럭,단독주택,0,1955,36.01033838,129.0348018,5,0,0,5,2,4,72.0697756,7782.224503,3,5,24
경상북도 영천시 고경면 상리리 252번지,19981216,1,0,4.5,벽돌구조,조적조,노유자시설,0,1998,36.00999426,129.0348712,3,0,0,5,7,4,40.17762633,7770.173873,2,5,26
경상북도 영천시 고경면 상리리 254-1번지,1976,1,0,0,블록구조,세맨블록,단독주택,0,1976,36.01012024,129.0350244,5,0,0,5,2,4,40.8921964,7788.838726,2,5,23
경상북도 영천시 고경면 상리리 255번지,20250324,1,0,5.69,철근콘크리트구조,철근콘크리트구조,단독주택,0,2025,36.0101815,129.034903,1,0,0,5,2,0,52.5545953,7782.263917,2,5,15
경상북도 영천시 고경면 상리리 256-1번지,1972,1,0,0,블록구조,세멘블록,단독주택,0,1972,36.01042332,129.0353186,5,0,0,5,2,4,69.60664247,7827.831606,3,5,24
경상북도 영천시 고경면 상리리 256-2번지,19930618,1,0,3.5,목구조,"목조, 블록조",제1종근린생활시설,0,1993,36.01029817,129.0352121,4,0,0,5,6,5,55.49167119,7812.917649,2,5,27
경상북도 영천시 고경면 상리리 258번지,20040101,1,0,4,경량철골구조,경량철골구조,단독주택,0,2004,36.01098521,129.0354938,3,0,0,5,2,2,133.6380265,7870.735639,5,5,22
경상북도 영천시 고경면 상리리 259번지,1875,1,0,0,일반목구조,목조,단독주택,0,1875,36.01139277,129.0354666,5,0,0,5,2,5,178.2019529,7889.791806,5,5,27
경상북도 영천시 고경면 상리리 260-1번지,20090618,1,0,5.5,경량철골구조,경량철골구조,단독주택,0,2009,36.0115248,129.0356615,2,0,0,5,2,2,195.3695027,7912.172114,5,5,21
경상북도 영천시 고경면 상리리 263-1번지,20030807,1,0,0,벽돌구조,조적구조,단독주택,0,2003,36.0109865,129.0359592,3,0,0,5,2,4,146.633724,7907.863989,5,5,24
경상북도 영천시 고경면 상리리 263-2번지,1920,1,0,0,일반목구조,"목조, 흙벽돌",단독주택,0,1920,36.01087042,129.035738,5,0,0,5,2,5,126.9346673,7884.256738,5,5,27
경상북도 영천시 고경면 상리리 264-1번지,1965,1,0,0,일반목구조,"목조, 세멘블록",단독주택,0,1965,36.01074991,129.0361648,5,0,0,5,2,5,134.0172706,7912.114233,5,5,27
경상북도 영천시 고경면 상리리 272번지,20101216,1,0,6.85,경량철골구조,경량철골구조,동물및식물관련시설,0,2010,36.00976609,129.0359445,2,0,0,5,3,2,62.78033752,7844.674634,3,5,20
경상북도 영천시 고경면 상리리 274번지,20091216,1,0,6,경량철골구조,경량철골구조,동물및식물관련시설,0,2009,36.01002534,129.0358586,2,0,0,5,3,2,60.38412812,7850.805405,3,5,20
경상북도 영천시 고경면 상리리 274번지,20091216,1,0,6.65,경량철골구조,경량철골구조,동물및식물관련시설,0,2009,36.01002534,129.0358586,2,0,0,5,3,2,60.38412812,7850.805405,3,5,20
경상북도 영천시 고경면 상리리 275-2번지,19860116,1,0,0,블록구조,블록,단독주택,0,1986,36.01033202,129.0356752,4,0,0,5,2,4,70.55355446,7851.658503,3,5,23
경상북도 영천시 고경면 상리리 275-3번지,1875,1,0,0,일반목구조,목조,단독주택,0,1875,36.00997777,129.0353915,5,0,0,5,2,5,23.61966675,7810.972966,1,5,23
경상북도 영천시 고경면 상리리 275-5번지,20091216,1,0,5.5,철근콘크리트구조,철근콘크리트구조,단독주택,0,2009,36.01019326,129.0354417,2,0,0,5,2,0,47.08206531,7825.925856,2,5,16
경상북도 영천시 고경면 상리리 278-4번지,1955,1,0,0,일반목구조,목조,단독주택,0,1955,36.0091584,129.0352558,5,0,0,5,2,5,71.34186439,7759.008087,3,5,25
경상북도 영천시 고경면 상리리 278-5번지,1965,1,0,0,기타조적구조,토담조,단독주택,0,1965,36.00938286,129.0353617,5,0,0,5,2,4,47.49824854,7778.697374,2,5,23
경상북도 영천시 고경면 상리리 280-1번지,19960520,1,0,4.8,벽돌구조,조적조,단독주택,0,1996,36.00948133,129.0350602,3,0,0,5,2,4,39.24392862,7759.396758,2,5,21
경상북도 영천시 고경면 상리리 284번지,20030506,1,0,0,벽돌구조,조적(벽돌)조,단독주택,0,2003,36.01023854,129.0340638,3,0,0,5,2,4,117.1332561,7718.255047,4,5,23
경상북도 영천시 고경면 상리리 289번지,1972,1,0,0,일반목구조,"목조, 흙벽돌",단독주택,0,1972,36.01053748,129.0342357,5,0,0,5,2,5,122.5254964,7747.419618,5,5,27
경상북도 영천시 고경면 상리리 290-2번지,1975,1,0,0,블록구조,세멘블록,단독주택,0,1975,36.01068383,129.0344417,5,0,0,5,2,4,122.1351476,7771.400595,5,5,26
경상북도 영천시 고경면 상리리 290-6번지,1855,1,0,0,기타조적구조,토담,단독주택,0,1855,36.01056166,129.0340901,5,0,0,5,2,4,134.2302223,7737.094097,5,5,26
경상북도 영천시 고경면 상리리 291-1번지,1875,1,0,0,벽돌구조,"목조, 흙벽돌",단독주택,0,1875,36.01053793,129.0338053,5,0,0,5,2,4,153.518121,7713.230751,5,5,26
경상북도 영천시 고경면 상리리 291-2번지,1925,1,0,0,일반목구조,"목조, 시멘블록",단독주택,0,1925,36.01066797,129.033677,5,0,0,5,2,5,171.1074097,7709.841956,5,5,27
경상북도 영천시 고경면 상리리 292번지,1825,1,0,0,기타조적구조,"목조, 토담",단독주택,0,1825,36.01090624,129.0335371,5,0,0,5,2,4,197.0006586,7711.276322,5,5,26
경상북도 영천시 고경면 상리리 294번지,1895,1,0,0,일반목구조,목조,단독주택,0,1895,36.01094296,129.0344053,5,0,0,5,2,5,147.9733372,7782.028782,5,5,27
경상북도 영천시 고경면 상리리 295번지,1955,1,0,0,일반목구조,목조,단독주택,0,1955,36.01108017,129.0342046,5,0,0,5,2,5,170.4939136,7773.316773,5,5,27
경상북도 영천시 고경면 상리리 298번지,1875,1,0,0,벽돌구조,"목조, 흙벽돌",단독주택,0,1875,36.01124981,129.0337068,5,0,0,5,2,4,212.6074484,7742.88718,5,5,26
경상북도 영천시 고경면 상리리 310번지,1875,1,0,0,일반목구조,목조,단독주택,0,1875,36.01141271,129.0338987,5,0,0,5,2,5,216.5290126,7766.700693,5,5,27
경상북도 영천시 고경면 상리리 311번지,1935,1,0,0,일반목구조,"토담, 목조",단독주택,0,1935,36.01129355,129.0341775,5,0,0,5,2,5,191.9634622,7782.425198,5,5,27
경상북도 영천시 고경면 상리리 312번지,19991012,1,0,0,벽돌구조,조적조,단독주택,0,1999,36.01111916,129.0344027,3,0,0,5,2,4,165.2129327,7791.065514,5,5,24
경상북도 영천시 고경면 상리리 313번지,1955,1,0,0,기타조적구조,토담,단독주택,0,1955,36.01112809,129.0344869,5,0,0,5,2,4,162.7693477,7798.207915,5,5,26
경상북도 영천시 고경면 상리리 315번지,20081229,1,0,5.15,벽돌구조,벽돌구조,단독주택,0,2008,36.01134404,129.0344255,2,0,0,5,2,4,186.9484176,7804.71538,5,5,23
경상북도 영천시 고경면 상리리 317번지,1895,1,0,0,벽돌구조,"흙벽돌, 목조",단독주택,0,1895,36.0115079,129.0343162,5,0,0,5,2,4,207.5775166,7804.751051,5,5,26
경상북도 영천시 고경면 상리리 319번지,1915,1,0,0,일반목구조,목조,단독주택,0,1915,36.01169667,129.0343588,5,0,0,5,2,5,225.554815,7818.151045,5,5,27
경상북도 영천시 고경면 상리리 326번지,20000613,1,0,5,경량철골구조,경량철골조,공장,0,2000,36.01233246,129.0338753,3,0,0,5,8,2,307.4731863,7814.298507,5,5,28
경상북도 영천시 고경면 상리리 326번지,20000613,1,0,0,일반철골구조,철골조,공장,0,2000,36.01233246,129.0338753,3,0,0,5,8,2,307.4731863,7814.298507,5,5,28
경상북도 영천시 고경면 상리리 328번지,19990720,1,0,0,일반철골구조,철골조,공장,0,1999,36.01207122,129.0335895,3,0,0,5,8,2,293.3087192,7777.692638,5,5,28
경상북도 영천시 고경면 상리리 362-3번지,20201215,1,0,5.3,경량철골구조,경량철골구조,단독주택,0,2020,36.01166372,129.0320936,1,0,0,5,2,2,351.3386325,7638.154832,5,5,20
경상북도 영천시 고경면 상리리 406번지,20141023,1,0,4.4,경량철골구조,일반철골구조,자원순환관련시설,0,2014,36.00785237,129.0326398,2,0,0,5,8,2,319.2674892,7483.653758,5,5,27
경상북도 영천시 고경면 상리리 406번지,20120222,1,0,2.7,경량철골구조,경량철골구조,공장,0,2012,36.00785237,129.0326398,2,0,0,5,8,2,319.2674892,7483.653758,5,5,27
경상북도 영천시 고경면 상리리 406번지,19971210,1,0,6.15,일반철골구조,일반철골구조,공장,0,1997,36.00785237,129.0326398,3,0,0,5,8,2,319.2674892,7483.653758,5,5,28
경상북도 영천시 고경면 상리리 406번지,20150629,1,0,4.28,경량철골구조,경량철골구조,공장,0,2015,36.00785237,129.0326398,1,0,0,5,8,2,319.2674892,7483.653758,5,5,26
경상북도 영천시 고경면 상리리 406번지,20141023,1,0,7.2,일반철골구조,일반철골구조,공장,0,2014,36.00785237,129.0326398,2,0,0,5,8,2,319.2674892,7483.653758,5,5,27
경상북도 영천시 고경면 상리리 406번지,20141023,1,0,2.7,경량철골구조,경량철골구조,공장,0,2014,36.00785237,129.0326398,2,0,0,5,8,2,319.2674892,7483.653758,5,5,27
경상북도 영천시 고경면 상리리 410-2번지,19941227,1,0,5,기타구조,벽돌조,단독주택,0,1994,36.00895521,129.0330202,4,0,0,5,2,1,221.2944327,7569.304075,5,5,22
경상북도 영천시 고경면 상리리 410-2번지,20160406,1,0,8.6,일반철골구조,일반철골구조,동물및식물관련시설,0,2016,36.00895521,129.0330202,1,0,0,5,3,2,221.2944327,7569.304075,5,5,21
경상북도 영천시 고경면 상리리 412-1번지,19920320,1,0,0,블록구조,블록,단독주택,0,1992,36.00925833,129.0347619,4,0,0,5,2,4,74.41431227,7724.272309,3,5,23
경상북도 영천시 고경면 상리리 431-1번지,20061113,1,0,4.4,벽돌구조,벽돌구조,제2종근린생활시설,0,2006,36.00756106,129.0329634,2,0,0,5,6,4,322.7993327,7495.498049,5,5,27
경상북도 영천시 고경면 상리리 431-1번지,20061113,2,0,9.55,벽돌구조,조적조,단독주택,0,2006,36.00756106,129.0329634,2,1,0,5,2,4,322.7993327,7495.498049,5,5,24
경상북도 영천시 고경면 상리리 431-5번지,20151124,1,0,6.39,일반철골구조,일반철골구조,창고시설,0,2015,36.00732116,129.03303,1,0,0,5,8,2,340.2468296,7489.230801,5,5,26
경상북도 영천시 고경면 상리리 434-3번지,20070122,1,0,4.8,경량철골구조,경량철골조,단독주택,0,2007,36.00715831,129.0326809,2,0,0,5,2,2,346.723875,7453.080807,5,5,21
경상북도 영천시 고경면 상리리 434-3번지,20111012,1,0,4.85,경량철골구조,경량철골구조,창고시설,0,2011,36.00715831,129.0326809,2,0,0,5,8,2,346.723875,7453.080807,5,5,27
경상북도 영천시 고경면 상리리 441-1번지,20120518,1,0,3.65,경량철골구조,경량철골조,단독주택,0,2012,36.0061593,129.0338982,2,0,0,5,2,2,388.2617508,7504.808661,5,5,21
경상북도 영천시 고경면 상리리 441-1번지,20030212,1,0,0,경량철골구조,경량철골조,단독주택,0,2003,36.0061593,129.0338982,3,0,0,5,2,2,388.2617508,7504.808661,5,5,22
경상북도 영천시 고경면 상리리 453번지,20100630,1,0,7.2,일반철골구조,일반철골구조,동물및식물관련시설,0,2010,36.00671124,129.0323384,2,0,0,5,3,2,291.2651913,7403.781952,5,5,22
경상북도 영천시 고경면 상리리 453번지,20130909,1,0,7.2,일반철골구조,일반철골구조,동물및식물관련시설,0,2013,36.00671124,129.0323384,2,0,0,5,3,2,291.2651913,7403.781952,5,5,22
경상북도 영천시 고경면 상리리 453번지,20070102,1,0,7.2,일반철골구조,일반철골구조,동물및식물관련시설,0,2007,36.00671124,129.0323384,2,0,0,5,3,2,291.2651913,7403.781952,5,5,22
경상북도 영천시 고경면 상리리 453번지,20180516,1,0,3.65,경량철골구조,경량철골구조,동물및식물관련시설,0,2018,36.00671124,129.0323384,1,0,0,5,3,2,291.2651913,7403.781952,5,5,21
경상북도 영천시 고경면 상리리 463번지,20111123,1,0,6.5,경량철골구조,경량철골구조,창고시설,0,2011,36.00425457,129.0322658,2,0,0,5,8,2,242.1429807,7284.185034,5,5,27
경상북도 영천시 고경면 상리리 463번지,20111123,1,0,6.9,강파이프구조,강파이프구조,창고시설,0,2011,36.00425457,129.0322658,2,0,0,5,8,2,242.1429807,7284.185034,5,5,27
