대지위치,사용승인일,지상층수,지하층수,높이(m),구조코드명,기타구조,주용도코드명,비상용승강기수,사용승인일(년도),위도,경도,건물연차점수,지상층수_점수,지하층수_점수,비상용승강기_점수,주용도_점수,구조코드_점수,소화전거리,소방서거리,소화전거리_점수,소방관서거리_점수,total_score
경상북도 영천시 조교동 7번지,20201230,1,0,3.6,경량철골구조,경량철골구조,단독주택,0,2020,35.97674844,128.9649344,1,0,0,5,2,2,173.6362056,630.0501333,5,1,16
경상북도 영천시 조교동 10번지,20140708,1,0,5.8,경량철골구조,경량철골구조,창고시설,0,2014,35.97626363,128.9656569,2,0,0,5,8,2,254.8346273,706.2791171,5,1,23
경상북도 영천시 조교동 24번지,20151008,1,0,5.3,경량철골구조,경량철골구조,단독주택,0,2015,35.97531826,128.9655562,1,0,0,5,2,2,340.4953807,733.3257715,5,1,16
경상북도 영천시 조교동 25-6번지,20080125,1,0,6.2,일반철골구조,일반철골구조,창고시설,0,2008,35.97513917,128.9661691,2,0,0,5,8,2,384.2533363,791.8353636,5,1,23
경상북도 영천시 조교동 26-8번지,20240426,1,0,4.2,철근콘크리트구조,철근콘크리트구조,단독주택,0,2024,35.97513308,128.9658533,1,0,0,5,2,0,370.8396884,766.1447405,5,1,14
경상북도 영천시 조교동 32-2번지,19960501,1,0,0,블록구조,조적(블럭)조,제2종근린생활시설,0,1996,35.97679958,128.9615074,3,0,0,5,6,4,261.8972279,333.5269879,5,1,24
경상북도 영천시 조교동 43-5번지,19690211,1,0,3.4,벽돌구조,흙벽돌/목구조,창고시설,0,1969,35.97294629,128.9661709,5,0,0,5,8,4,605.8875461,916.9291695,5,1,28
경상북도 영천시 조교동 45-1번지,20221129,1,0,5.35,일반목구조,일반목구조,단독주택,0,2022,35.97180429,128.965686,1,0,0,5,2,5,716.1354412,968.2788612,5,1,19
경상북도 영천시 조교동 58-2번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.96679209,128.9610826,5,0,0,5,2,5,680.0651733,1272.664521,5,2,24
경상북도 영천시 조교동 58-6번지,19950125,1,0,6,블록구조,조적조(블록),창고시설,0,1995,35.96679551,128.960813,3,0,0,5,8,4,658.2856733,1267.396612,5,2,27
경상북도 영천시 조교동 58-7번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.96668886,128.9585161,5,0,0,5,2,5,473.5505831,1256.075663,5,2,24
경상북도 영천시 조교동 58-7번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.96668886,128.9585161,5,0,0,5,2,5,473.5505831,1256.075663,5,2,24
경상북도 영천시 조교동 58-18번지,20230508,3,0,17.2,철골철근콘크리트구조,철골철근콘크리트구조,제1종근린생활시설,0,2023,35.96655794,128.9600712,1,2,0,5,6,0,586.6938627,1282.402672,5,2,21
경상북도 영천시 조교동 62-5번지,20180115,1,0,8.05,경량철골구조,경량철골구조,창고시설,0,2018,35.9668986,128.9615181,1,0,0,5,8,2,720.6318946,1270.008192,5,2,23
경상북도 영천시 조교동 69번지,20020703,1,0,4.4,경량철골구조,경량철골조,창고시설,0,2002,35.96887631,128.9635208,3,0,0,5,8,2,983.6194436,1123.690514,5,2,25
경상북도 영천시 조교동 72-2번지,1950,1,0,0,일반목구조,목조,창고시설,0,1950,35.96812222,128.9631673,5,0,0,5,8,5,914.1065617,1187.201903,5,2,30
경상북도 영천시 조교동 73-4번지,20190115,1,0,5.7,벽돌구조,콘크리트벽돌,단독주택,0,2019,35.96746963,128.9630093,1,0,0,5,2,4,869.0819527,1249.414925,5,2,19
경상북도 영천시 조교동 76번지,1948,1,0,0,일반목구조,목조,단독주택,0,1948,35.96786547,128.9621502,5,0,0,5,2,5,820.1826148,1182.268699,5,2,24
경상북도 영천시 조교동 77번지,19971224,1,0,6.5,경량철골구조,"경량철골조, 철파이프",창고시설,0,1997,35.96796894,128.9619066,3,0,0,5,8,2,807.0582768,1164.69365,5,2,25
경상북도 영천시 조교동 77-1번지,20041112,1,0,6.2,강파이프구조,강파이프구조,동물및식물관련시설,0,2004,35.96777719,128.9618735,3,0,0,5,3,2,793.6854852,1184.230856,5,2,20
경상북도 영천시 조교동 77-4번지,20121210,1,0,7.8,일반철골구조,일반철골구조,창고시설,0,2012,35.96760733,128.9616261,2,0,0,5,8,2,764.993238,1196.240398,5,2,24
경상북도 영천시 조교동 79-1번지,19871103,1,0,0,벽돌구조,벽돌조,단독주택,0,1987,35.96845357,128.9613809,4,0,0,5,2,4,797.4411844,1099.666326,5,2,22
경상북도 영천시 조교동 90번지,20181019,3,0,13.2,철근콘크리트구조,철근콘크리트구조,노유자시설,0,2018,35.9695914,128.962017,1,2,0,5,7,0,920.8167736,997.1497135,5,1,21
경상북도 영천시 조교동 98번지,19951114,1,0,5,강파이프구조,파이프조,동물및식물관련시설,0,1995,35.97067626,128.9647555,3,0,0,5,3,2,827.4225636,1009.090383,5,2,20
경상북도 영천시 조교동 139-3번지,20141014,1,0,4.4,경량철골구조,경량철골구조,단독주택,0,2014,35.96953698,128.9613395,2,0,0,5,2,2,871.1522962,983.040711,5,1,17
경상북도 영천시 조교동 180번지,20110731,1,0,6.2,벽돌구조,벽돌구조,단독주택,0,2011,35.97138897,128.959359,2,0,0,5,2,4,685.8518499,741.5947826,5,1,19
경상북도 영천시 조교동 187번지,20120807,1,0,4,경량철골구조,경량철골구조,제2종근린생활시설,0,2012,35.97070445,128.9596882,2,0,0,5,6,2,765.9658233,821.5309569,5,1,21
경상북도 영천시 조교동 187번지,20140219,1,0,5.55,경량철골구조,경량철골구조,제2종근린생활시설,0,2014,35.97070445,128.9596882,2,0,0,5,6,2,765.9658233,821.5309569,5,1,21
경상북도 영천시 조교동 187번지,20210304,1,0,2.67,강파이프구조,강파이프구조,제2종근린생활시설,0,2021,35.97070445,128.9596882,1,0,0,5,6,2,765.9658233,821.5309569,5,1,20
경상북도 영천시 조교동 190-3번지,20051026,1,0,0,경량철골구조,경량철골구조,창고시설,0,2005,35.97034823,128.9597946,2,0,0,5,8,2,806.6652624,862.2058165,5,1,23
경상북도 영천시 조교동 190-3번지,20051026,1,0,0,일반목구조,목조,단독주택,0,2005,35.97034823,128.9597946,2,0,0,5,2,5,806.6652624,862.2058165,5,1,20
경상북도 영천시 조교동 193-1번지,20060711,1,0,0,블록구조,"시멘트블록조,파이프조",단독주택,0,2006,35.96954268,128.9610349,2,0,0,5,2,4,851.6379036,974.6514528,5,1,19
경상북도 영천시 조교동 193-3번지,20230601,1,0,5.7,일반철골구조,일반철골구조,제1종근린생활시설,0,2023,35.96976137,128.9597005,1,0,0,5,6,2,788.5583298,925.1489681,5,1,20
경상북도 영천시 조교동 194-5번지,20141005,2,0,9.05,철근콘크리트구조,철근콘크리트구조,단독주택,0,2014,35.96939188,128.9591742,2,1,0,5,2,0,726.9742397,959.8356003,5,1,16
경상북도 영천시 조교동 194-9번지,20150804,1,0,5.915,조립식판넬조,조립식판넬,단독주택,0,2015,35.96953082,128.9596653,1,0,0,5,2,3,766.6887312,950.0062809,5,1,17
경상북도 영천시 조교동 194-9번지,20240610,1,0,2.6,컨테이너조,컨테이너조,창고시설,0,2024,35.96953082,128.9596653,1,0,0,5,8,3,766.6887312,950.0062809,5,1,23
경상북도 영천시 조교동 194-12번지,20171121,1,0,4.6,경량철골구조,경량철골구조,창고시설,0,2017,35.96926755,128.958842,1,0,0,5,8,2,697.8930162,971.078821,5,1,22
경상북도 영천시 조교동 237번지,20130503,1,0,4.8,철근콘크리트구조,철근콘크리트구조,단독주택,0,2013,35.97463419,128.9629302,2,0,0,5,2,0,394.7642072,572.1256536,5,1,15
경상북도 영천시 조교동 238번지,20191111,1,0,3.15,경량철골구조,경량철골구조,제2종근린생활시설,0,2019,35.97457859,128.9622638,1,0,0,5,6,2,418.518932,532.3858936,5,1,20
경상북도 영천시 조교동 238번지,20191111,1,0,5.7,경량철골구조,경량철골구조,제2종근린생활시설,0,2019,35.97457859,128.9622638,1,0,0,5,6,2,418.518932,532.3858936,5,1,20
경상북도 영천시 조교동 243번지,20200909,2,0,8.8,철근콘크리트구조,철근콘크리트구조,단독주택,0,2020,35.97467815,128.9640204,1,1,0,5,2,0,379.2633758,647.0082509,5,1,15
경상북도 영천시 조교동 248-2번지,19921130,1,0,0,벽돌구조,"시멘트벽돌조, 시멘트블록",단독주택,0,1992,35.97482674,128.9636957,4,0,0,5,2,4,363.3625455,613.5837945,5,1,21
경상북도 영천시 조교동 251-2번지,1980,1,0,0,블록구조,시멘트블록,단독주택,0,1980,35.97557283,128.9635137,5,0,0,5,2,4,282.3778862,555.8409929,5,1,22
경상북도 영천시 조교동 253번지,19850126,1,0,0,벽돌구조,벽돌조,단독주택,0,1985,35.97578095,128.9629873,4,0,0,5,2,4,270.6186177,503.1885397,5,1,21
경상북도 영천시 조교동 253번지,19861121,1,0,0,벽돌구조,벽돌조,단독주택,0,1986,35.97578095,128.9629873,4,0,0,5,2,4,270.6186177,503.1885397,5,1,21
경상북도 영천시 조교동 255-1번지,19950214,1,0,4.5,벽돌구조,조적조(시멘트벽돌),단독주택,0,1995,35.97617173,128.9628612,3,0,0,5,2,4,234.3213071,473.2684628,5,1,20
경상북도 영천시 조교동 267번지,20091216,1,0,4.5,경량철골구조,경량철골구조,제1종근린생활시설,0,2009,35.9752934,128.959564,2,0,0,5,6,2,275.3434988,326.4933326,5,1,21
경상북도 영천시 조교동 267번지,20121031,2,1,9.2,일반철골구조,일반철골구조,제2종근린생활시설,0,2012,35.9752934,128.959564,2,1,1,5,6,2,275.3434988,326.4933326,5,1,23
경상북도 영천시 조교동 267번지,20191021,1,0,8,일반철골구조,일반철골구조,제2종근린생활시설,0,2019,35.9752934,128.959564,1,0,0,5,6,2,275.3434988,326.4933326,5,1,20
경상북도 영천시 조교동 267번지,20140219,1,1,5.9,경량철골구조,경량철골구조,창고시설,0,2014,35.9752934,128.959564,2,0,1,5,8,2,275.3434988,326.4933326,5,1,24
경상북도 영천시 조교동 270-1번지,20061222,1,0,6,일반철골구조,일반철골구조,창고시설,0,2006,35.97574115,128.9607271,2,0,0,5,8,2,303.9739158,343.3052858,5,1,23
경상북도 영천시 조교동 270-1번지,20061222,1,0,5.55,경량철골구조,경량철골구조,창고시설,0,2006,35.97574115,128.9607271,2,0,0,5,8,2,303.9739158,343.3052858,5,1,23
경상북도 영천시 조교동 270-2번지,20120809,1,0,4.3,철근콘크리트구조,철근콘크리트구조,단독주택,0,2012,35.97584204,128.9603868,2,0,0,5,2,0,273.3927231,314.4196398,5,1,15
경상북도 영천시 조교동 282-1번지,20000829,1,0,4.7,벽돌구조,시멘트벽돌조,단독주택,0,2000,35.97620826,128.9609198,3,0,0,5,2,4,289.0197787,321.2381367,5,1,20
경상북도 영천시 조교동 282-2번지,20160912,1,0,6.04,일반철골구조,일반철골구조,제2종근린생활시설,0,2016,35.97644306,128.9614943,1,0,0,5,6,2,286.4341511,349.9927224,5,1,20
경상북도 영천시 조교동 292-1번지,20130710,1,0,7.05,일반철골구조,일반철골구조,창고시설,0,2013,35.97662433,128.9621738,2,0,0,5,8,2,227.733886,396.3588162,5,1,23
경상북도 영천시 조교동 292-1번지,20060313,1,0,9.3,일반철골구조,일반철골구조,창고시설,0,2006,35.97662433,128.9621738,2,0,0,5,8,2,227.733886,396.3588162,5,1,23
경상북도 영천시 조교동 292-4번지,20001107,2,0,0,철근콘크리트구조,"철근콘크리트, 조적조",제2종근린생활시설,0,2000,35.97655418,128.9617193,3,1,0,5,6,0,262.9844988,362.2196644,5,1,21
경상북도 영천시 조교동 296번지,1945,1,0,0,블록구조,블록조,단독주택,0,1945,35.97664392,128.9628431,5,0,0,5,2,4,188.6841697,451.9264098,5,1,22
경상북도 영천시 조교동 299번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.97683435,128.963364,5,0,0,5,2,5,148.8727942,490.509605,5,1,23
경상북도 영천시 조교동 300번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.97680489,128.9635183,5,0,0,5,2,5,147.7585194,504.7635891,5,1,23
경상북도 영천시 조교동 300번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.97680489,128.9635183,5,0,0,5,2,5,147.7585194,504.7635891,5,1,23
경상북도 영천시 조교동 301번지,20110624,1,0,4.5,경량철골구조,경량철골구조,단독주택,0,2011,35.97656169,128.9635453,2,0,0,5,2,2,173.5012848,514.7439559,5,1,17
경상북도 영천시 조교동 302번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.9767002,128.9636379,5,0,0,5,2,5,156.7883236,518.2494673,5,1,23
경상북도 영천시 조교동 303번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.97674949,128.9637205,5,0,0,5,2,5,150.2236611,523.9414796,5,1,23
경상북도 영천시 조교동 304번지,19940527,1,0,0,벽돌구조,시멘트벽돌조,단독주택,0,1994,35.97679933,128.9638358,4,0,0,5,2,4,143.662892,532.5701976,5,1,21
경상북도 영천시 조교동 306번지,1948,1,0,0,일반목구조,목조,단독주택,0,1948,35.9765853,128.9637548,5,0,0,5,2,5,167.9951096,531.9533416,5,1,23
경상북도 영천시 조교동 311-3번지,20230616,1,0,4.85,강파이프구조,강파이프구조,창고시설,0,2023,35.97664704,128.9630432,1,0,0,5,8,2,179.5813843,468.8557,5,1,22
경상북도 영천시 조교동 311-4번지,1945,1,0,0,일반목구조,목조,단독주택,0,1945,35.97660397,128.9631533,5,0,0,5,2,5,179.722182,479.7736507,5,1,23
경상북도 영천시 조교동 311-5번지,1981,1,0,0,벽돌구조,시멘트벽돌,단독주택,0,1981,35.97646951,128.9632045,5,0,0,5,2,4,191.8989963,489.0746488,5,1,22
경상북도 영천시 조교동 311-6번지,1961,1,0,0,일반목구조,목조,단독주택,0,1961,35.97640356,128.9632753,5,0,0,5,2,5,196.7562135,497.594664,5,1,23
경상북도 영천시 조교동 311-6번지,1961,1,0,0,일반목구조,목조,단독주택,0,1961,35.97640356,128.9632753,5,0,0,5,2,5,196.7562135,497.594664,5,1,23
경상북도 영천시 조교동 312번지,19960207,1,0,0,벽돌구조,시멘트벽돌조,단독주택,0,1996,35.97648024,128.9630554,3,0,0,5,2,4,195.8632116,476.0710354,5,1,20
경상북도 영천시 조교동 314번지,1940,1,0,0,일반목구조,목조,단독주택,0,1940,35.9762669,128.9630366,5,0,0,5,2,5,218.3631825,483.334694,5,1,23
경상북도 영천시 조교동 315번지,1935,1,0,0,일반목구조,목조,단독주택,0,1935,35.97636369,128.9631182,5,0,0,5,2,5,205.653215,486.0144438,5,1,23
경상북도 영천시 조교동 316번지,19901210,1,0,0,벽돌구조,"시멘트블록, 시멘트벽돌",단독주택,0,1990,35.97621932,128.9632348,4,0,0,5,2,4,217.3938185,501.8201959,5,1,21
경상북도 영천시 조교동 318번지,20191231,2,0,7.88,경량철골구조,경량철골구조,단독주택,0,2019,35.97610314,128.9635504,1,1,0,5,2,2,223.5644705,533.0107449,5,1,17
경상북도 영천시 조교동 323-1번지,19831221,1,0,0,블록구조,블록조,단독주택,0,1983,35.97589565,128.9638957,5,0,0,5,2,4,243.8584042,570.7054781,5,1,22
경상북도 영천시 조교동 330번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.97580114,128.9644342,5,0,0,5,2,5,258.1342308,619.3382839,5,1,23
경상북도 영천시 조교동 332번지,20200713,1,0,4.5,경량철골구조,경량철골구조,단독주택,0,2020,35.97620425,128.9640732,1,0,0,5,2,2,209.8303757,572.6150563,5,1,16
경상북도 영천시 조교동 333번지,1935,1,0,0,일반목구조,목조,단독주택,0,1935,35.97625038,128.963875,5,0,0,5,2,5,204.4692057,554.1092103,5,1,23
경상북도 영천시 조교동 334번지,19970710,1,0,4.5,벽돌구조,시멘트벽돌,단독주택,0,1997,35.97634365,128.9639518,3,0,0,5,2,4,194.006562,557.1223615,5,1,20
경상북도 영천시 조교동 337번지,1930,1,0,0,기타조적구조,토담조,단독주택,0,1930,35.97657673,128.9641844,5,0,0,5,2,4,169.4797225,569.3017571,5,1,22
경상북도 영천시 조교동 338번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.9764389,128.9640995,5,0,0,5,2,5,183.9501382,566.4058746,5,1,23
경상북도 영천시 조교동 338번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.9764389,128.9640995,5,0,0,5,2,5,183.9501382,566.4058746,5,1,23
경상북도 영천시 조교동 341번지,1947,1,0,0,일반목구조,목조,단독주택,0,1947,35.97620741,128.964342,5,0,0,5,2,5,212.2053989,595.2605188,5,1,23
경상북도 영천시 조교동 342번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.97625462,128.9644526,5,0,0,5,2,5,208.9866552,602.968591,5,1,23
경상북도 영천시 조교동 344번지,20151127,1,0,6.6,철근콘크리트구조,철근콘크리트구조,단독주택,0,2015,35.97640031,128.9645191,1,0,0,5,2,0,194.7205981,603.7402531,5,1,14
경상북도 영천시 조교동 345번지,1976,1,0,0,블록구조,블록조,단독주택,0,1976,35.97656749,128.9647098,5,0,0,5,2,4,182.6342452,615.1715992,5,1,22
경상북도 영천시 조교동 346번지,20181207,1,0,5.84,경량철골구조,경량철골구조,단독주택,0,2018,35.97670245,128.9647994,1,0,0,5,2,2,172.283265,619.3557438,5,1,16
경상북도 영천시 조교동 347번지,1945,1,0,0,일반목구조,목조,단독주택,0,1945,35.97666877,128.9645783,5,0,0,5,2,5,167.8718156,600.905744,5,1,23
경상북도 영천시 조교동 348번지,20170908,1,0,4.6,경량철골구조,경량철골구조,단독주택,0,2017,35.97647853,128.9644252,1,0,0,5,2,2,184.1796993,593.1492297,5,1,16
경상북도 영천시 조교동 363번지,20180809,1,0,5.29,경량철골구조,경량철골구조,단독주택,0,2018,35.97688176,128.9642658,1,0,0,5,2,2,137.2683588,568.1039903,5,1,16
경상북도 영천시 조교동 364-1번지,20030520,1,0,0,경량철골구조,경량철골조,제2종근린생활시설,0,2003,35.9774701,128.9636477,3,0,0,5,6,2,73.72235177,502.4136749,3,1,20
경상북도 영천시 조교동 364-7번지,20210923,1,0,10.3,일반철골구조,일반철골구조,제2종근린생활시설,0,2021,35.97730858,128.9638266,1,0,0,5,6,2,87.34542505,520.6840012,3,1,18
경상북도 영천시 조교동 366번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.97697138,128.9636187,5,0,0,5,2,5,127.5969167,509.1041887,5,1,23
경상북도 영천시 조교동 366번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.97697138,128.9636187,5,0,0,5,2,5,127.5969167,509.1041887,5,1,23
경상북도 영천시 조교동 371번지,20181231,2,0,8.45,일반철골구조,"철골조,경량철골조",제1종근린생활시설,0,2018,35.97738767,128.9633381,1,1,0,5,6,2,95.06883788,475.9284962,4,1,20
경상북도 영천시 조교동 373번지,1975,1,0,0,블록구조,블록조,단독주택,0,1975,35.97733387,128.9632011,5,0,0,5,2,4,107.2444498,464.6082432,4,1,21
경상북도 영천시 조교동 374번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.97717899,128.9632717,5,0,0,5,2,5,117.8127834,473.8152109,4,1,22
경상북도 영천시 조교동 374번지,1950,1,0,0,일반목구조,목조,단독주택,0,1950,35.97717899,128.9632717,5,0,0,5,2,5,117.8127834,473.8152109,4,1,22
경상북도 영천시 조교동 378번지,1945,1,0,0,일반목구조,목조,단독주택,0,1945,35.97704382,128.9629642,5,0,0,5,2,5,145.7927761,449.9133995,5,1,23
경상북도 영천시 조교동 381번지,19980520,2,0,0,벽돌구조,조적(벽돌)조,제1종근린생활시설,0,1998,35.97716647,128.9629355,3,1,0,5,6,4,136.8813911,444.418705,5,1,25
경상북도 영천시 조교동 382번지,20250206,1,0,3.95,경량철골구조,경량철골구조,창고시설,0,2025,35.97711033,128.9627707,1,0,0,5,8,2,151.5438272,431.2672156,5,1,22
경상북도 영천시 조교동 384번지,1945,1,0,0,일반목구조,목조,단독주택,0,1945,35.97689107,128.962877,5,0,0,5,2,5,164.1192158,446.5815283,5,1,23
경상북도 영천시 조교동 385번지,20230919,1,0,5.4,경량철골구조,경량철골구조,단독주택,0,2023,35.97700826,128.9626208,1,0,0,5,2,2,169.0886789,420.9073311,5,1,16
경상북도 영천시 조교동 388번지,19980317,1,0,0,일반목구조,목조,단독주택,0,1998,35.97695026,128.9624372,3,0,0,5,2,5,185.4371631,406.7322662,5,1,21
경상북도 영천시 조교동 390번지,1927,1,0,0,일반목구조,목조,단독주택,0,1927,35.97719422,128.9622968,5,0,0,5,2,5,178.4407514,387.6241482,5,1,23
경상북도 영천시 조교동 390번지,1960,1,0,0,블록구조,블록조,단독주택,0,1960,35.97719422,128.9622968,5,0,0,5,2,4,178.4407514,387.6241482,5,1,22
경상북도 영천시 조교동 390번지,19950227,1,0,4.7,벽돌구조,조적조,단독주택,0,1995,35.97719422,128.9622968,3,0,0,5,2,4,178.4407514,387.6241482,5,1,20
경상북도 영천시 조교동 398번지,20221111,2,0,8.8,일반철골구조,일반철골구조,제2종근린생활시설,0,2022,35.9775415,128.9631666,1,1,0,5,6,2,92.65777605,458.5099095,4,1,20
경상북도 영천시 조교동 399-1번지,19790615,1,0,0,벽돌구조,벽돌조,단독주택,0,1979,35.97762162,128.9629067,5,0,0,5,2,4,106.7594698,434.3583962,4,1,21
경상북도 영천시 조교동 400-1번지,20231128,1,0,5.1,경량철골구조,경량철골구조,단독주택,0,2023,35.9775469,128.9627211,1,0,0,5,2,2,125.4001632,418.6006672,5,1,16
경상북도 영천시 조교동 400-2번지,1960,1,0,0,일반목구조,목조,단독주택,0,1960,35.97750762,128.9625003,5,0,0,5,2,5,145.0381183,399.4216656,5,1,23
경상북도 영천시 조교동 401-1번지,1979,1,0,0,블록구조,시멘트블록,제1종근린생활시설,0,1979,35.97782229,128.9629346,5,0,0,5,6,4,95.48188992,435.3916268,4,1,25
경상북도 영천시 조교동 401-5번지,19970818,1,0,4.8,일반철골구조,철골조,제2종근린생활시설,0,1997,35.97767671,128.962514,3,0,0,5,6,2,136.5357972,398.6161628,5,1,22
경상북도 영천시 조교동 401-7번지,1954,1,0,0,일반목구조,목조,단독주택,0,1954,35.9775812,128.9623429,5,0,0,5,2,5,154.6766446,384.358542,5,1,23
경상북도 영천시 조교동 401-7번지,1954,1,0,0,일반목구조,목조,단독주택,0,1954,35.9775812,128.9623429,5,0,0,5,2,5,154.6766446,384.358542,5,1,23
경상북도 영천시 조교동 402-3번지,19921123,2,0,7.6,철근콘크리트구조,R.C조,제1종근린생활시설,0,1992,35.97783297,128.9626009,4,1,0,5,6,0,124.1071524,405.3360491,5,1,22
경상북도 영천시 조교동 403-5번지,1958,1,0,0,일반목구조,목조,단독주택,0,1958,35.97811406,128.9624829,5,0,0,5,2,5,131.4601029,394.6717285,5,1,23
경상북도 영천시 조교동 403-8번지,1949,1,0,0,일반목구조,목조,단독주택,0,1949,35.97803315,128.962009,5,0,0,5,2,5,174.1833818,351.7940018,5,1,23
경상북도 영천시 조교동 403-9번지,1940,1,0,0,일반목구조,목조,단독주택,0,1940,35.9777816,128.9619961,5,0,0,5,2,5,178.5237595,351.2793494,5,1,23
경상북도 영천시 조교동 403-10번지,1930,1,0,0,일반목구조,목조,단독주택,0,1930,35.97808323,128.9623679,5,0,0,5,2,5,141.7837793,384.2081792,5,1,23
경상북도 영천시 조교동 403-11번지,1958,1,0,0,일반목구조,목조,단독주택,0,1958,35.97809357,128.9622809,5,0,0,5,2,5,149.6113974,376.4208633,5,1,23
경상북도 영천시 조교동 403-13번지,1958,1,0,0,일반목구조,목조,단독주택,0,1958,35.97803447,128.96211,5,0,0,5,2,5,165.0938048,360.8853318,5,1,23
경상북도 영천시 조교동 404-1번지,1925,1,0,0,일반목구조,목조,단독주택,0,1925,35.97844887,128.9620385,5,0,0,5,2,5,176.0470441,358.2096389,5,1,23
경상북도 영천시 조교동 404-1번지,19940414,1,0,5.3,경량철골구조,경량철골조,제2종근린생활시설,0,1994,35.97844887,128.9620385,4,0,0,5,6,2,176.0470441,358.2096389,5,1,23
경상북도 영천시 조교동 412-2번지,19940319,1,0,0,경량철골구조,경량철골조(조립식),제2종근린생활시설,0,1994,35.97768223,128.962149,4,0,0,5,6,2,167.6768374,365.8415944,5,1,23
경상북도 영천시 조교동 415번지,20220317,2,0,6.95,철근콘크리트구조,철근콘크리트구조,단독주택,0,2022,35.9792288,128.962195,1,1,0,5,2,0,202.0756432,393.7773173,5,1,15
경상북도 영천시 조교동 425-1번지,20230523,1,0,9.425,일반철골구조,막구조,교육연구시설,0,2023,35.97815071,128.960495,1,0,0,5,7,2,227.0232874,216.3459703,5,1,21
경상북도 영천시 조교동 425-1번지,19880902,4,1,15.69,철근콘크리트구조,철근콘크리트,교육연구시설,0,1988,35.97815071,128.960495,4,3,1,5,7,0,227.0232874,216.3459703,5,1,26
경상북도 영천시 조교동 425-1번지,19880902,3,0,11.5,철근콘크리트구조,철근콘크리트,교육연구시설,0,1988,35.97815071,128.960495,4,2,0,5,7,0,227.0232874,216.3459703,5,1,24
경상북도 영천시 조교동 460-5번지,1969,1,0,0,블록구조,블록조,단독주택,0,1969,35.97816879,128.961522,5,0,0,5,2,4,218.0775848,308.6394867,5,1,22
경상북도 영천시 조교동 461-1번지,20011224,1,0,0,경량철골구조,경량철골조,제2종근린생활시설,0,2001,35.97740839,128.9616977,3,0,0,5,6,2,215.7646368,329.9195481,5,1,22
경상북도 영천시 조교동 461-2번지,19970503,1,0,6.2,강파이프구조,파이프조,제2종근린생활시설,0,1997,35.97732441,128.9618739,3,0,0,5,6,2,204.6893073,347.3288814,5,1,22
경상북도 영천시 조교동 461-3번지,19950713,1,0,5.525,경량철골구조,경량철골조,제2종근린생활시설,0,1995,35.97714108,128.9618989,3,0,0,5,6,2,212.0038804,354.3376695,5,1,22
경상북도 영천시 조교동 462-2번지,20111013,2,0,7.9,일반철골구조,일반철골구조,제2종근린생활시설,0,2011,35.9773721,128.9607152,2,1,0,5,6,2,234.2885385,244.8419731,5,1,22
경상북도 영천시 조교동 462-5번지,20040310,1,0,0,경량철골구조,경량철골조,제2종근린생활시설,0,2004,35.97718345,128.9605254,3,0,0,5,6,2,219.3304992,235.5356738,5,1,22
경상북도 영천시 조교동 462-13번지,20120308,1,0,6.1,경량철골구조,경량철골구조,제2종근린생활시설,0,2012,35.97728861,128.961005,2,0,0,5,6,2,260.9101478,272.4761828,5,1,21
경상북도 영천시 조교동 462-13번지,20031126,3,0,0,철근콘크리트구조,"철근콘크리트구조, 경량철골조",노유자시설,0,2003,35.97728861,128.961005,3,2,0,5,7,0,260.9101478,272.4761828,5,1,23
경상북도 영천시 조교동 463-2번지,19971126,2,0,0,철골콘크리트구조,"철골조, 경량철골조, 조적조",제2종근린생활시설,0,1997,35.9771526,128.959993,3,1,0,5,6,0,172.7658124,193.5957139,5,1,21
경상북도 영천시 조교동 463-6번지,20110602,2,0,7,강파이프구조,파이프구조,제2종근린생활시설,0,2011,35.97711162,128.9593797,2,1,0,5,6,2,120.7673434,150.2786775,5,1,22
경상북도 영천시 조교동 463-19번지,20060104,1,0,5,강파이프구조,강파이프구조,제2종근린생활시설,0,2006,35.9769849,128.9594312,2,0,0,5,6,2,130.3707725,163.0723521,5,1,21
경상북도 영천시 조교동 465번지,20121214,1,0,5.94,철근콘크리트구조,철근콘크리트구조,단독주택,0,2012,35.98342142,128.9618409,2,0,0,5,2,0,156.8382842,692.3855399,5,1,15
경상북도 영천시 조교동 468번지,20221115,2,0,9.4,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2022,35.98345187,128.9613729,1,1,0,5,6,0,180.6503895,675.9670648,5,1,19
