일련번호,소화전 고유코드,모델구분,상태,위치명,위도,경도
1000007898,경산소방서 경산 자인 지상 01,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 서부리 12-16 ,35.82042313,128.8228912
1000004078,경산소방서 경산 자인 지상 02,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 서부리 21-1 ,35.8193512,128.8228607
1000004079,경산소방서 경산 자인 지상 03,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 동부리 49 ,35.82043076,128.8253174
1000004080,경산소방서 경산 자인 지상 04,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 서부리 100-9 ,35.81747055,128.8208771
1000004081,경산소방서 경산 자인 지상 05,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 서부리 737-11,35.81617737,128.8238373
1000004082,경산소방서 경산 자인 지상 06,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 동부리 162-3 ,35.81800079,128.8249207
1000007899,경산소방서 경산 자인 지상 07,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 동부리 150-4 ,35.81615829,128.825943
1000004084,경산소방서 경산 자인 지상 08,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 북사리 265-1 ,35.82180786,128.8200073
1000004085,경산소방서 경산 자인 지상 09,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 남촌리 164-2 ,35.82954407,128.8174591
1000004086,경산소방서 경산 자인 지상 10,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 남촌리 84-1 ,35.82987976,128.8191223
1000004087,경산소방서 경산 자인 지상 11,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 계남리 364-5 ,35.80853653,128.8109131
1000018639,경산소방서 경산 자인 지상 12,소화용수시설 소화전(지상식),사용가,경산북도 경산시 자인면 서부리 246-1,35.81658936,128.8236542
1000018640,경산소방서 경산 자인 지상 13,소화용수시설 소화전(지상식),사용가,경산북도 경산시 자인면 서부리  254-1,35.81703949,128.8232269
1000007902,경산소방서 경산 자인 지상 14,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 북사리 1100,35.82513809,128.8205566
1000004093,경산소방서 경산 자인 지상 15,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 북사리 1085-3 ,35.82686234,128.8178253
1000004094,경산소방서 경산 자인 지상 16,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 북사리 1087-1,35.82613754,128.8202515
1000004095,경산소방서 경산 자인 지상 17,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 북사리 1086-6 ,35.82778168,128.8220215
1000007903,경산소방서 경산 자인 지상 18,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 교촌리 377-3,35.82875061,128.8232269
1000004097,경산소방서 경산 자인 지상 19,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 교촌리 378-2,35.82881165,128.8257904
1000007904,경산소방서 경산 자인 지상 20,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 교촌리 378-6,35.82804489,128.8246307
1000004099,경산소방서 경산 자인 지상 21,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 교촌리 379-2 ,35.8273735,128.8255005
1000004100,경산소방서 경산 자인 지상 22,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 교촌리 380-3 ,35.82711792,128.8236847
1000007905,경산소방서 경산 자인 지상 23,소화용수시설 소화전(지상식),사용가,경북 경산시 자인면 교촌리 380-8,35.82622147,128.8235474
1000007906,경산소방서 경산 자인 지상 24,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 교촌리 379-5 ,35.82592392,128.8254395
1000007907,경산소방서 경산 자인 지상 25,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 교촌리 385,35.82403183,128.826416
1000007908,경산소방서 경산 자인 지상 26,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 교촌리 381-18 ,35.82365036,128.8249969
1000004105,경산소방서 경산 자인 지상 27,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 교촌리 381-10 ,35.82439041,128.8236542
1000007909,경산소방서 경산 자인 지상 28,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 교촌리 381-4 ,35.82527161,128.8233643
1000004107,경산소방서 경산 자인 지상 29,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 북사리 1087-7 ,35.82571793,128.8220825
1000004108,경산소방서 경산 자인 지상 30,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 북사리 1092-6 ,35.82463074,128.8224792
1000004109,경산소방서 경산 자인 지상 31,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 당리리 161 ,35.79306412,128.8734283
1000004110,경산소방서 경산 자인 지상 32,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 당리리 67-2 ,35.79460144,128.8753357
1000004111,경산소방서 경산 자인 지상 33,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 당리리 205,35.79297638,128.875824
1000004112,경산소방서 경산 자인 지상 34,소화용수시설 소화전(지상식),사용가,경상북도 경산시 남산면 전지리 1-21 ,35.79470825,128.8177643
1000004113,경산소방서 경산 자인 지상 35,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 교촌리 310-1 ,35.8215332,128.8264618
1000017909,경산소방서 경산 자인 지상 36,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 매남리 1038,35.82218933,128.9310913
1000007911,경산소방서 경산 자인 지상 37,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 서부리 254 ,35.81643677,128.8232269
1000007912,경산소방서 경산 자인 지상 38,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 동부리 159 ,35.81633377,128.8240204
1000007913,경산소방서 경산 자인 지상 39,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 계남리 568-4 ,35.79854202,128.8144989
1000007914,경산소방서 경산 자인 지상 40,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 읍천리 116-3 ,35.83574295,128.8381042
1000007915,경산소방서 경산 자인 지상 41,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 내촌리 458-3 ,35.81837845,128.8950653
1000007916,경산소방서 경산 자인 지상 42,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 부제리 635-3 ,35.78255844,128.885437
1000007917,경산소방서 경산 자인 지상 43,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 부제리 725 ,35.77937698,128.8878784
1000007918,경산소방서 경산 자인 지상 44,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 가척리 287-5 ,35.7709465,128.9042206
1000007919,경산소방서 경산 자인 지상 45,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 용천리 149 ,35.76436615,128.9128265
1000007920,경산소방서 경산 자인 지상 46,소화용수시설 소화전(지상식),사용가,경상북도 경산시 남산면 하대리 7-2 ,35.80500031,128.806427
1000007921,경산소방서 경산 자인 지상 47,소화용수시설 소화전(지상식),사용가,경상북도 경산시 남산면 산양리 161-1 ,35.79306412,128.8367157
1000007924,경산소방서 경산 자인 지상 48,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 당리리 118-3 ,35.79308319,128.8770752
1000007926,경산소방서 경산 자인 지상 49,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 옥천리 50,35.81188965,128.8415222
1000007927,경산소방서 경산 자인 지상 50,소화용수시설 소화전(지상식),사용가,경상북도 경산시 남산면 사월리 307-1 ,35.79102707,128.8267059
1000007928,경산소방서 경산 자인 지상 51,소화용수시설 소화전(지상식),사용가,경상북도 경산시 남산면 전지리 741-6 ,35.78915787,128.8175964
1000007929,경산소방서 경산 자인 지상 52,소화용수시설 소화전(지상식),사용가,경상북도 경산시 남산면 조곡리 317-1 ,35.77143478,128.8151855
1000011819,경산소방서 경산 자인 지상 53,소화용수시설 소화전(지상식),사용가,경상북도 경산시 남산면 상대리 87-4 ,35.78953552,128.796814
1000007922,경산소방서 경산 자인 지상 54,소화용수시설 소화전(지상식),사용가,경상북도 경산시 남산면 산양리 170-2 ,35.79368591,128.8356323
1000004088,경산소방서 경산 자인 지상 55,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 계남리 349,35.80563736,128.8110657
1000007923,경산소방서 경산 자인 지상 56,소화용수시설 소화전(지상식),사용가,경상북도 경산시 남산면 하대리 666-42 ,35.79914474,128.8042145
1000014595,경산소방서 경산 자인 지상 57,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 계림리 117-1 ,35.83795929,128.8102417
1000015059,경산소방서 경산 자인 지상 58,소화용수시설 소화전(지상식),사용가,경상북도 경산시 자인면 단북리 127-3,35.83240128,128.8197784
1000015060,경산소방서 경산 자인 지상 59,소화용수시설 소화전(지상식),사용가,경상북도 경산시 남산면 인흥리 250,35.80229568,128.7994843
1000015061,경산소방서 경산 자인 지상 60,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 매남리 1284,35.81183624,128.9381866
1000015442,경산소방서 경산 자인 지상 61,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 도덕리 124-1,35.81068802,128.8794098
1000017565,경산소방서 경산 자인 지상 62,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 대종리 535-2 ,35.76340485,128.9054108
1000017566,경산소방서 경산 자인 지상 63,소화용수시설 소화전(지상식),사용가,경상북도 경산시 용성면 송림리 446-4 ,35.79881287,128.902359
1000018929,경산소방서 경산 자인 지상 64,소화용수시설 소화전(지상식),사용가,경북 경산시 용성면 용전리 47-3,35.77323151,128.923584
1000018930,경산소방서 경산 자인 지상 65,소화용수시설 소화전(지상식),사용가,경북 경산시 용성면 곡신리 675,35.78049469,128.8719788
1000018931,경산소방서 경산 자인 지상 66,소화용수시설 소화전(지상식),사용가,경북 경산시 용성면 곡란리 504-3,35.77053452,128.8777313
1000018932,경산소방서 경산 자인 지상 67,소화용수시설 소화전(지상식),사용가,경북 경산시 남산면 산양리 395,35.79185104,128.8376465
1000018933,경산소방서 경산 자인 지상 68,소화용수시설 소화전(지상식),사용가,경북 경산시 남산면 산양리 354,35.79270172,128.8379822
1000018934,경산소방서 경산 자인 지상 69,소화용수시설 소화전(지상식),사용가,경북 경산시 자인면 북사리 257-3,35.82191086,128.8217773
1000019196,경산소방서 경산 자인 지상 70,소화용수시설 소화전(지상식),철거,경북 경산시 자인면 북사리 188-1,35.82251358,128.8234675
1000019207,경산소방서 경산 자인 지상 70,소화용수시설 소화전(지상식),사용가,경북 경산시 자인면 북사리 188-1,35.822519,128.823463
1000004041,경산소방서 경산 진량 지상 001,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 부기리 343 ,35.89523315,128.8215179
1000004043,경산소방서 경산 진량 지상 002,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 내리리 산 33-1,35.89899063,128.8429718
1000004042,경산소방서 경산 진량 지상 003,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 상림리 196-1 ,35.90097809,128.8330383
1000004047,경산소방서 경산 진량 지상 004,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1190-19,35.8716507,128.8286743
1000004048,경산소방서 경산 진량 지상 005,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1190-23 ,35.87171173,128.8310852
1000004049,경산소방서 경산 진량 지상 006,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1190-12 ,35.87257004,128.8334656
1000004051,경산소방서 경산 진량 지상 007,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1190-8 ,35.87459946,128.8337402
1000004057,경산소방서 경산 진량 지상 008,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1203-5 ,35.86863327,128.8249664
1000004059,경산소방서 경산 진량 지상 009,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1206-7 ,35.86571503,128.8282318
1000004062,경산소방서 경산 진량 지상 010,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 364-19 ,35.87144089,128.8269196
1000004063,경산소방서 경산 진량 지상 011,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 358-4,35.87388992,128.8234711
1000004064,경산소방서 경산 진량 지상 012,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 381-3 ,35.87372208,128.8210602
1000004065,경산소방서 경산 진량 지상 013,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 688-13 ,35.87586594,128.8204346
1000004066,경산소방서 경산 진량 지상 014,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 340-4 ,35.87538147,128.8225098
1000004068,경산소방서 경산 진량 지상 015,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 문천리 514-7 ,35.88696671,128.8379974
1000004069,경산소방서 경산 진량 지상 016,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 양기리 177 ,35.89648056,128.8306885
1000004070,경산소방서 경산 진량 지상 017,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 봉회리 46-1,35.88394165,128.8181763
1000004071,경산소방서 경산 진량 지상 018,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 900,35.881073,128.8133545
1000004072,경산소방서 경산 진량 지상 019,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 다문리 638,35.87696075,128.8517914
1000004073,경산소방서 경산 진량 지상 020,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 선화리 210-4,35.8665657,128.8045197
1000004074,경산소방서 경산 진량 지상 021,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 상림리 233-1 ,35.90242004,128.8334656
1000004075,경산소방서 경산 진량 지상 022,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 당곡리 317-7,35.85108566,128.8101807
1000004076,경산소방서 경산 진량 지상 023,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 양기리 421-4 ,35.89044952,128.8332367
1000009322,경산소방서 경산 진량 지상 024,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 다문리 135-1,35.87326813,128.8567657
1000009324,경산소방서 경산 진량 지상 025,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 선화리 1474-8,35.87073135,128.8042145
1000009327,경산소방서 경산 진량 지상 026,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 현내리 333 ,35.84664154,128.8578339
1000009329,경산소방서 경산 진량 지상 027,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 현내리 60,35.84941101,128.8636932
1000009332,경산소방서 경산 진량 지상 028,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 마곡리 447-3 ,35.84004211,128.8434906
1000008355,경산소방서 경산 진량 지상 029,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 524 ,35.86859512,128.8313751
1000008356,경산소방서 경산 진량 지상 030,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 400,35.86646652,128.8313141
1000008357,경산소방서 경산 진량 지상 031,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 528 ,35.86505508,128.8313751
1000008358,경산소방서 경산 진량 지상 032,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 530,35.86444092,128.833374
1000008359,경산소방서 경산 진량 지상 033,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 549 ,35.86325455,128.8349915
1000008360,경산소방서 경산 진량 지상 034,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 557 ,35.86326599,128.8359222
1000008362,경산소방서 경산 진량 지상 035,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 536,35.86443329,128.8365784
1000008363,경산소방서 경산 진량 지상 036,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 165-2,35.8655014,128.8377838
1000008365,경산소방서 경산 진량 지상 037,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 532 ,35.86759567,128.8378906
1000008366,경산소방서 경산 진량 지상 038,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 517 ,35.86899948,128.8365173
1000008367,경산소방서 경산 진량 지상 039,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 523 ,35.87058258,128.8378143
1000008368,경산소방서 경산 진량 지상 040,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 514 ,35.86896515,128.8334045
1000008369,경산소방서 경산 진량 지상 041,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 532 ,35.86771011,128.835022
1000008370,경산소방서 경산 진량 지상 042,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 533 ,35.86597443,128.8349762
1000008371,경산소방서 경산 진량 지상 043,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 404 ,35.8633194,128.8289795
1000008372,경산소방서 경산 진량 지상 044,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 498,35.86227798,128.8278656
1000008373,경산소방서 경산 진량 지상 045,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 500 ,35.86053085,128.8274231
1000008375,경산소방서 경산 진량 지상 046,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 503 ,35.85902786,128.8284149
1000008378,경산소방서 경산 진량 지상 047,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 507 ,35.85902786,128.8304749
1000008386,경산소방서 경산 진량 지상 048,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 502 ,35.8590126,128.8264771
1000008392,경산소방서 경산 진량 지상 049,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 490 ,35.85895538,128.824295
1000008399,경산소방서 경산 진량 지상 050,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 416 ,35.860672,128.8248749
1000008404,경산소방서 경산 진량 지상 051,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 411,35.86072922,128.8255157
1000008408,경산소방서 경산 진량 지상 052,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 415,35.8589325,128.8222046
1000008412,경산소방서 경산 진량 지상 053,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 467 ,35.85713196,128.8225098
1000008417,경산소방서 경산 진량 지상 054,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 447 ,35.85675049,128.8221893
1000008423,경산소방서 경산 진량 지상 055,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 436 ,35.85639954,128.8210602
1000008426,경산소방서 경산 진량 지상 056,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 대원리 462,35.85762787,128.8212738
1000008428,경산소방서 경산 진량 지상 057,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 538 ,35.86343384,128.8312225
1000008429,경산소방서 경산 진량 지상 058,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 541,35.86191559,128.8312836
1000008431,경산소방서 경산 진량 지상 059,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 542 ,35.86077118,128.8310242
1000008436,경산소방서 경산 진량 지상 060,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 566 ,35.85897446,128.832016
1000008439,경산소방서 경산 진량 지상 061,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 572 ,35.85759354,128.8348389
1000008460,경산소방서 경산 진량 지상 062,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 608 ,35.85660553,128.8364716
1000008461,경산소방서 경산 진량 지상 063,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 635 ,35.85612869,128.8375854
1000008462,경산소방서 경산 진량 지상 064,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 603 ,35.85759354,128.8375244
1000008463,경산소방서 경산 진량 지상 065,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 588,35.85839081,128.8375244
1000008465,경산소방서 경산 진량 지상 066,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 578 ,35.85874939,128.8364258
1000008466,경산소방서 경산 진량 지상 067,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 599,35.85779572,128.8364716
1000008476,경산소방서 경산 진량 지상 068,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 563,35.85995865,128.8350067
1000008500,경산소방서 경산 진량 지상 069,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 530 ,35.86159515,128.8348999
1000008504,경산소방서 경산 진량 지상 070,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신제리 550,35.86180496,128.8359222
1000008510,경산소방서 경산 진량 지상 071,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 가야리 2-1 ,35.85720062,128.8062286
1000011169,경산소방서 경산 진량 지상 072,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 당곡리 125-7,35.84674835,128.8126678
1000004038,경산소방서 경산 진량 지상 073,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 368-2 ,35.87163544,128.8230133
1000004040,경산소방서 경산 진량 지상 074,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1130-12 ,35.87591934,128.812149
1000004044,경산소방서 경산 진량 지상 075,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 470-1 ,35.8716011,128.8192902
1000004054,경산소방서 경산 진량 지상 076,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 359-2,35.87376022,128.8251495
1000004056,경산소방서 경산 진량 지상 077,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1208,35.86885071,128.821991
1000004058,경산소방서 경산 진량 지상 078,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1205-7,35.86923599,128.8285217
1000004061,경산소방서 경산 진량 지상 079,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1210 ,35.86328888,128.821579
1000004067,경산소방서 경산 진량 지상 080,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 평사리(平沙) 831-1 ,35.88706207,128.8600769
1000014132,경산소방서 경산 진량 지상 081,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 양기리 295-1,35.89300156,128.8325348
1000004055,경산소방서 경산 진량 지상 082,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 334-4 ,35.87639999,128.8253174
1000014532,경산소방서 경산 진량 지상 083,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 속초리 365 ,35.85113144,128.8304901
1000014596,경산소방서 경산 진량 지상 084,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1225-4 ,35.87508011,128.817749
1000014597,경산소방서 경산 진량 지상 085,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1222-5,35.87612534,128.8187103
1000015062,경산소방서 경산 진량 지상 086,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 평사리(平沙) 1216-1 ,35.88864517,128.8586121
1000015106,경산소방서 경산 진량 지상 087,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 선화리 2212,35.87489319,128.8054504
1000015110,경산소방서 경산 진량 지상 088,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 선화리 2081,35.87418747,128.8069763
1000015111,경산소방서 경산 진량 지상 089,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 선화리 2148,35.8742981,128.8087158
1000015112,경산소방서 경산 진량 지상 090,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 선화리 2158,35.8743248,128.8103638
1000015113,경산소방서 경산 진량 지상 091,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1240,35.87490082,128.8095856
1000015114,경산소방서 경산 진량 지상 092,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 선화리 2089,35.87547684,128.8077545
1000015115,경산소방서 경산 진량 지상 093,소화용수시설 소화전(지상식),철거,경상북도 경산시 진량읍 선화리 2001,35.87537766,128.8061066
1000015440,경산소방서 경산 진량 지상 094,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 문천리 29-1 ,35.88067627,128.8484497
1000004046,경산소방서 경산 진량 지상 095,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 362-8 ,35.87164688,128.825119
1000004050,경산소방서 경산 진량 지상 096,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1186-3,35.87785721,128.8336334
1000004052,경산소방서 경산 진량 지상 097,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1185 ,35.87686539,128.828598
1000004053,경산소방서 경산 진량 지상 098,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1190,35.87458038,128.8285522
1000004045,경산소방서 경산 진량 지상 099,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 497-12 ,35.8716011,128.8218842
1000004060,경산소방서 경산 진량 지상 100,소화용수시설 소화전(지상식),사용가,경상북도 경산시 진량읍 신상리 1206-13,35.86357498,128.8252869
1000019557,경산소방서 경산 진량 지상 101,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 834,35.878488,128.842177
1000019558,경산소방서 경산 진량 지상 102,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 934,35.87871,128.840703
1000019559,경산소방서 경산 진량 지상 103,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 947,35.877566,128.8401
1000019560,경산소방서 경산 진량 지상 104,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 947,35.877629,128.84314
1000019561,경산소방서 경산 진량 지상 105,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 953,35.8768,128.842055
1000019562,경산소방서 경산 진량 지상 106,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 934,35.876443,128.838038
1000019563,경산소방서 경산 진량 지상 107,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리899,35.875993,128.840729
1000019564,경산소방서 경산 진량 지상 108,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 901-1,35.875841,128.843781
1000019565,경산소방서 경산 진량 지상 109,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 934,35.874587,128.83804
1000019566,경산소방서 경산 진량 지상 110,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 948,35.874039,128.840736
1000019567,경산소방서 경산 진량 지상 111,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 902,35.873806,128.843909
1000019568,경산소방서 경산 진량 지상 112,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 867,35.873296,128.83948
1000019569,경산소방서 경산 진량 지상 113,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 904,35.873311,128.842189
1000019570,경산소방서 경산 진량 지상 114,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 신상리 산 59-3,35.872595,128.838064
1000019571,경산소방서 경산 진량 지상 115,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 913,35.872591,128.840735
1000019572,경산소방서 경산 진량 지상 116,소화용수시설 소화전(지상식),사용가,경북 경산시 진량읍 문천리 958,35.872701,128.843898
